Protein Id,Gene Symbol,DMSO_R1,DMSO_R2,Erl_R1,Erl_R2,Lap_R1,Lap_R2,Sor_R1,Sor_R2,Sun_R1,Sun_R2
sp|Q15139|KPCD1_HUMAN,PRKD1,10.7287,9.42371,9.72458,8.70224,10.2064,10.2919,9.38649,9.28559,11.4388,10.8116
sp|P20794-2|MAK_HUMAN,MAK,9.09622,9.04363,9.96865,10.0447,10.7336,11.0858,10.3105,10.1323,9.46157,10.123
sp|Q9BZL6|KPCD2_HUMAN,PRKD2,0,0,0,0,0,0,0,0,0,0
sp|P36578|RL4_HUMAN,RPL4,10.1061,10.3462,10.3265,10.4091,9.94623,9.49884,10.5207,10.9015,9.21574,8.72908
sp|O76031|CLPX_HUMAN,CLPX,8.952,9.23871,9.70115,9.77153,10.342,9.95329,11.2526,11.5683,9.62657,9.59378
##sp|Q96M63|CC114_HUMAN,##CCDC114,9.67077,7.77027,9.42749,11.4935,10.7833,11.8441,9.89923,9.64412,9.3678,10.0994
sp|Q9BTD8|RBM42_HUMAN,RBM42,10.2623,9.51496,9.63267,10.3668,9.10066,10.3421,10.205,10.0958,10.3587,10.1209
sp|Q9P258|RCC2_HUMAN,RCC2,9.34819,8.95976,9.09967,9.17659,9.28589,10.3651,10.1735,10.8098,11.2326,11.5488
sp|Q9H3U1|UN45A_HUMAN,UNC45A,10.216,10.2468,10.1004,9.88862,9.57843,10.1425,11.1289,10.3244,9.50873,8.86513
sp|O60518|RNBP6_HUMAN,RANBP6,10.4557,9.84687,9.87337,10.4062,10.2838,10.0182,10.5405,10.4291,9.09551,9.0507
sp|O00410-3|IPO5_HUMAN,IPO5,10.0851,9.55051,9.31373,9.56988,9.04365,9.64906,11.4433,11.2406,10.1601,9.94409
sp|P30044|PRDX5_HUMAN,PRDX5,10.1565,9.46598,9.07484,9.01902,9.30011,10.7935,10.9009,10.9668,10.6474,9.67497
sp|Q53GG5-2|PDLI3_HUMAN,PDLIM3,11.0119,9.91021,9.82748,11.4589,11.6313,10.4465,10.3401,8.47801,8.38967,8.50589
sp|Q9UPT8|ZC3H4_HUMAN,ZC3H4,0,0,0,0,0,0,0,0,0,0
sp|P52701|MSH6_HUMAN,MSH6,8.86045,9.51207,9.33574,8.87047,8.72144,9.3932,9.49501,10.5652,12.3549,12.8916
sp|Q9BQE4|SELS_HUMAN,VIMP,11.1134,11.7949,10.5041,9.60129,8.63109,10.1411,8.55582,8.79869,10.3461,10.5134
sp|Q8WWH5|TRUB1_HUMAN,TRUB1,9.74438,10.1488,8.32988,9.4458,9.44982,9.5445,12.4225,12.1121,9.88034,8.92196
sp|Q96D53|ADCK4_HUMAN,ADCK4,9.46533,10.1732,8.46283,8.92285,9.95332,10.6197,11.7946,11.8284,8.98465,9.79516
tr|I6L894|I6L894_HUMAN,ANK2,10.3477,10.672,10.2395,9.80085,10.1245,9.93635,9.1014,9.20711,10.1741,10.3964
sp|Q12955|ANK3_HUMAN,ANK3,9.40084,9.57633,10.3482,9.96212,10.0319,10.2916,8.64423,8.96763,11.1931,11.584
sp|Q12955-4|ANK3_HUMAN,ANK3,8.65532,9.10356,10.0632,9.78347,11.1638,10.492,8.50903,8.41002,11.3223,12.4973
sp|P16157-14|ANK1_HUMAN,ANK1,10.5646,10.3466,8.60535,10.6014,10.8423,10.8025,9.06826,9.09001,9.94715,10.1318
tr|H0Y931|H0Y931_HUMAN,ANK2,10.5498,10.2826,9.85873,8.73802,11.204,8.76358,9.55042,9.87504,11.206,9.97173
tr|D6RIY9|D6RIY9_HUMAN,ANK2,9.73858,9.28397,8.21396,9.48483,9.00256,11.3484,10.7623,9.13716,12.2414,10.7869
sp|Q9Y4W6|AFG32_HUMAN,AFG3L2,9.01911,9.29306,9.657,9.41037,10.2188,10.2209,9.94717,10.5978,10.7934,10.8423
sp|O95159|ZFPL1_HUMAN,ZFPL1,9.88088,9.66926,10.6678,9.73032,10.0694,10.6219,10.5259,10.0739,9.32178,9.43901
sp|Q6P2E9|EDC4_HUMAN,EDC4,10.0932,10.067,10.468,9.84571,9.83095,9.64528,10.4342,10.7272,9.3304,9.55806
sp|Q9UNF1|MAGD2_HUMAN,MAGED2,9.79064,10.2292,9.05502,9.15781,10.5815,10.08,10.5323,10.4082,10.1768,9.98857
sp|Q9Y5V3-2|MAGD1_HUMAN,MAGED1,11.0033,11.6197,9.97309,9.90961,10.4548,10.2246,9.63814,9.72334,8.83755,8.61598
sp|Q9NZQ3|SPN90_HUMAN,NCKIPSD,11.8511,11.9984,10.8276,10.6402,9.65205,7.67314,8.66114,9.82915,10.0826,8.78461
sp|O95551-2|TYDP2_HUMAN,TDP2,9.23022,10.9849,10.702,9.92341,10.3425,9.46155,8.75435,9.48481,10.7061,10.4101
sp|O15357|SHIP2_HUMAN,INPPL1,10.1512,10.1639,10.5972,9.97257,10.2645,9.85596,9.49624,9.63032,9.97809,9.89003
sp|Q6UW63|KDEL1_HUMAN,KDELC1,8.85818,8.9222,12.3265,11.6658,10.021,10.5153,9.63601,9.40441,8.51911,10.1316
sp|Q8N3L3|TXLNB_HUMAN,TXLNB,11.212,10.3492,10.4549,10.4624,10.117,9.72559,9.73024,9.53755,9.27968,9.13136
sp|Q9H9Y2|RPF1_HUMAN,RPF1,8.24419,8.47876,11.5511,10.6347,10.4196,10.7036,10.8188,10.0381,9.30816,9.80312
sp|Q96P70|IPO9_HUMAN,IPO9,9.82899,9.41551,9.65919,9.06843,9.26988,9.32194,11.2425,10.8961,11.0166,10.2807
sp|P02786|TFR1_HUMAN,TFRC,10.817,11.3027,10.4549,9.5996,9.80032,8.8328,10.9661,11.6125,8.32797,8.28617
sp|P07954|FUMH_HUMAN,FH,9.18429,9.42935,9.97493,9.41211,10.1856,10.3062,10.1643,10.7887,10.1168,10.4376
sp|P54296|MYOM2_HUMAN,MYOM2,9.29217,8.86011,9.78803,9.69137,11.8655,11.6293,9.5134,8.90637,9.46086,10.9929
sp|Q9Y490|TLN1_HUMAN,TLN1,9.99923,10.0475,10.3665,11.0417,9.91894,9.51318,10.2568,10.1716,9.42568,9.25891
sp|Q9Y4G6|TLN2_HUMAN,TLN2,9.62129,9.96775,9.80348,9.72696,10.0395,9.9176,9.7337,10.0919,10.589,10.5089
sp|P18621-3|RL17_HUMAN,RPL17,11.0404,10.3477,10.4651,10.644,8.68014,10.0981,11.8952,10.2204,7.9763,8.63272
sp|O94826|TOM70_HUMAN,TOMM70A,9.63278,9.56334,9.84741,9.03687,9.41628,11.1452,11.2311,10.4765,9.6001,10.0504
sp|O95359|TACC2_HUMAN,TACC2,9.67478,10.0365,9.6061,9.91847,10.2899,9.9868,11.0099,11.5892,8.95956,8.92881
sp|O75410-2|TACC1_HUMAN,TACC1,9.0165,10.2921,8.77673,9.31833,9.45443,9.19916,10.9662,11.8599,10.7395,10.3772
tr|H0Y9Y7|H0Y9Y7_HUMAN,TACC2,10.2519,11.0818,12.0049,10.5035,10.629,10.7632,10.4231,8.97156,6.64832,8.72273
sp|Q9P0V3|SH3B4_HUMAN,SH3BP4,9.10703,9.49895,11.1507,10.644,9.35514,9.04194,9.25135,10.9078,10.7022,10.3409
sp|Q14195-2|DPYL3_HUMAN,DPYSL3,9.98974,9.86533,11.1053,10.5461,10.4977,10.0179,9.52219,8.87486,9.29949,10.2812
sp|O14531|DPYL4_HUMAN,DPYSL4,11.5579,12.4626,9.59283,9.67952,9.66325,8.95568,8.65046,8.7218,10.8794,9.83656
sp|Q14194-2|DPYL1_HUMAN,CRMP1,9.44993,9.47259,9.76667,8.95999,10.4859,10.1064,9.43525,9.7035,11.2169,11.4028
sp|Q16555|DPYL2_HUMAN,DPYSL2,8.5147,8.97497,9.38292,9.1751,10.1197,10.1056,9.37792,9.85251,11.7489,12.7476
sp|Q8N4T8|CBR4_HUMAN,CBR4,9.13387,8.55119,9.37985,9.05878,10.5627,10.8608,10.7512,10.2731,10.9929,10.4357
sp|P23381|SYWC_HUMAN,WARS,9.79463,10.1878,9.84157,9.34836,9.91605,9.14892,11.429,11.4559,9.40088,9.47681
sp|P35221-2|CTNA1_HUMAN,CTNNA1,11.3842,10.9208,10.3513,10.848,10.2316,9.00424,9.33834,7.81526,10.4392,9.667
sp|Q9UI47|CTNA3_HUMAN,CTNNA3,10.936,10.125,10.3556,10.9869,9.29651,10.3051,9.9852,8.5807,9.34892,10.0801
sp|P26232|CTNA2_HUMAN,CTNNA2,11.1303,10.7306,12.0391,11.9111,10.4163,9.15079,8.58773,7.21745,8.98644,9.83022
sp|Q9BUP0|EFHD1_HUMAN,EFHD1,10.19,9.90419,10.1043,8.71214,8.79139,10.1622,12.0197,9.40973,10.6959,10.0105
sp|Q96C19|EFHD2_HUMAN,EFHD2,11.288,10.4547,9.34515,8.39882,8.39629,10.0331,12.6797,9.81853,9.62415,9.96155
sp|Q9GZT9|EGLN1_HUMAN,EGLN1,13.6153,14.2026,9.51595,9.52075,10.2582,8.35442,8.30088,8.33441,9.58768,8.30982
sp|Q9Y3B7|RM11_HUMAN,MRPL11,10.5613,9.14159,9.37594,8.52119,8.6095,11.8223,12.4341,9.80071,9.79467,9.93861
sp|Q96T51|RUFY1_HUMAN,RUFY1,9.7461,9.5926,9.54751,9.47236,10.4144,9.52033,10.9372,10.6006,9.86011,10.3088
sp|Q8WXA3|RUFY2_HUMAN,RUFY2,9.3917,9.39932,9.22834,10.715,9.56893,9.89174,10.8145,10.0537,10.9102,10.0266
sp|P54578|UBP14_HUMAN,USP14,9.63465,10.3014,9.36767,9.73993,9.80481,9.34266,10.2561,10.6623,10.8598,10.0307
sp|Q7L099-2|RUFY3_HUMAN,RUFY3,0,0,0,0,0,0,0,0,0,0
sp|Q7L099-3|RUFY3_HUMAN,RUFY3,7.52634,11.4721,10.0196,10.9324,10.3256,9.15578,9.07249,10.0367,11.7998,9.65924
sp|Q5VSL9|STRP1_HUMAN,STRIP1,9.78835,9.87376,10.3107,9.9482,9.87497,9.91917,10.9654,9.86025,9.8722,9.58696
sp|Q9ULQ0|STRP2_HUMAN,STRIP2,10.3321,10.0298,10.5637,10.1058,10.1274,9.84283,9.3187,9.76027,9.9858,9.93363
sp|O14497|ARI1A_HUMAN,ARID1A,9.72861,9.81886,10.0717,10.0184,10.0898,10.2884,9.83966,9.96555,9.8246,10.3543
sp|Q8NFD5-3|ARI1B_HUMAN,ARID1B,8.80391,9.65698,9.16226,9.03891,9.99024,9.81644,9.53544,10.7438,11.931,11.321
sp|Q9BQS8|FYCO1_HUMAN,FYCO1,9.31859,10.0726,10.3105,9.64275,11.5291,11.0233,8.82522,9.53116,10.2815,9.46529
sp|P13807|GYS1_HUMAN,GYS1,10.6222,11.1,9.7239,9.24264,9.59405,9.07156,9.74168,10.1509,10.699,10.0541
sp|P51970|NDUA8_HUMAN,NDUFA8,10.4847,9.87908,10.2852,10.1494,8.3686,10.9345,12.0503,10.4981,8.1494,9.20082
sp|Q9UGJ0|AAKG2_HUMAN,PRKAG2,10.9906,10.1485,9.97208,9.39925,8.89112,8.98403,11.4784,10.9317,9.95111,9.25323
sp|P54619-3|AAKG1_HUMAN,PRKAG1,10.0236,8.90425,10.3356,8.65035,9.19021,9.72047,10.7291,10.3589,10.6754,11.412
sp|Q8TAE8|G45IP_HUMAN,GADD45GIP1,9.10649,9.97894,8.81342,8.09188,9.26307,11.8345,11.5283,9.95197,10.3053,11.1261
sp|Q7L2E3-2|DHX30_HUMAN,DHX30,9.46695,9.51689,9.98043,10.1258,9.99595,9.75473,10.7279,10.8683,9.94636,9.61666
sp|O15269|SPTC1_HUMAN,SPTLC1,8.2715,8.84734,9.84009,10.1181,10.2745,10.4238,10.2537,10.178,11.2271,10.5659
sp|Q14008-3|CKAP5_HUMAN,CKAP5,9.97092,9.92689,9.55375,9.85258,9.62704,9.59484,10.8269,10.8681,10.1271,9.65184
sp|Q7Z392|TPC11_HUMAN,TRAPPC11,9.8152,9.39367,9.92674,9.71859,10.373,9.64861,10.0762,10.3926,10.4493,10.2061
sp|Q6NWY9|PR40B_HUMAN,PRPF40B,9.67352,9.72578,9.63021,8.88679,9.64393,9.98266,10.8848,11.0007,10.1249,10.4468
sp|O75400|PR40A_HUMAN,PRPF40A,10.0817,9.73366,9.77895,9.06969,10.3181,9.90901,10.1654,9.96517,10.5056,10.4726
sp|Q6JQN1|ACD10_HUMAN,ACAD10,9.79493,10.0525,9.05075,9.49787,9.87809,10.0727,10.0781,10.9767,10.3296,10.2688
sp|P05091|ALDH2_HUMAN,ALDH2,9.07583,9.20981,9.31752,8.96329,9.87152,9.73707,10.9191,11.8063,10.5307,10.5688
sp|P30837|AL1B1_HUMAN,ALDH1B1,9.25089,9.01737,9.2913,9.34023,9.90782,9.83573,11.7923,12.0028,9.406,10.1556
sp|P00352|AL1A1_HUMAN,ALDH1A1,9.73175,9.93342,9.27844,9.24809,9.70042,10.899,10.2551,10.0439,11.2797,9.63026
sp|Q8N0Z6|TTC5_HUMAN,TTC5,11.8154,10.2655,10.2912,9.58034,9.12482,9.43996,9.5959,10.5861,9.68674,9.61411
sp|P31948|STIP1_HUMAN,STIP1,10.1046,10.0751,9.67017,9.46097,9.62605,9.40295,10.2563,10.6154,10.6946,10.094
sp|P50502|F10A1_HUMAN,ST13,10.0418,9.84016,9.62487,9.86032,9.34023,10.4327,10.1426,9.90792,10.2942,10.5152
sp|Q92574|TSC1_HUMAN,TSC1,8.2838,10.1286,9.9117,7.82215,9.9171,8.73237,11.9261,10.8521,11.2116,11.2145
sp|Q13423|NNTM_HUMAN,NNT,9.05915,9.21006,9.83792,9.34717,10.3726,10.3934,10.1575,10.8983,10.2202,10.5037
sp|P35251|RFC1_HUMAN,RFC1,9.76842,9.96206,8.71136,9.06984,9.23882,9.53656,9.99217,10.5237,11.833,11.3641
sp|Q92575|UBXN4_HUMAN,UBXN4,9.41745,9.75078,9.92233,9.90556,10.0738,10.1034,10.1646,10.832,10.1723,9.65772
sp|O95273|CCDB1_HUMAN,CCNDBP1,0,0,0,0,0,0,0,0,0,0
sp|P52848|NDST1_HUMAN,NDST1,0,0,0,0,0,0,0,0,0,0
sp|P52849|NDST2_HUMAN,NDST2,0,0,0,0,0,0,0,0,0,0
sp|P56945-6|BCAR1_HUMAN,BCAR1,10.1225,10.0084,10.7805,9.94602,10.9852,10.728,9.93469,9.50234,8.98395,9.00846
sp|P98172|EFNB1_HUMAN,EFNB1,8.90292,7.99522,8.98223,9.84932,9.85648,11.3777,9.6039,9.27961,11.6621,12.4905
sp|Q15768|EFNB3_HUMAN,EFNB3,9.16445,10.6681,9.86285,11.1946,10.2437,9.25063,8.50545,6.00207,12.631,12.4771
sp|Q9NV92|NFIP2_HUMAN,NDFIP2,6.92656,9.0812,10.1084,9.96003,8.87524,10.721,7.08963,8.60874,13.1338,15.4954
sp|Q14498|RBM39_HUMAN,RBM39,10.3857,10.1554,10.3319,9.61369,9.86242,9.50663,10.2351,10.0616,10.0323,9.81529
sp|Q86U06|RBM23_HUMAN,RBM23,0,0,0,0,0,0,0,0,0,0
sp|Q9BYV7|BCDO2_HUMAN,BCO2,0,0,0,0,0,0,0,0,0,0
sp|Q15042|RB3GP_HUMAN,RAB3GAP1,9.8764,10.5958,10.1154,9.84601,9.91006,9.35855,10.0939,10.5469,9.93454,9.72239
sp|Q9NX63|CHCH3_HUMAN,CHCHD3,9.27707,9.4164,10.9195,10.1504,10.4282,10.356,10.2888,9.94523,9.15076,10.0677
sp|P29375|KDM5A_HUMAN,KDM5A,8.06325,9.97232,9.42284,9.6895,9.24015,12.0455,7.95377,9.83222,11.6269,12.1535
sp|P41229|KDM5C_HUMAN,KDM5C,12.6731,12.912,9.2053,8.25098,10.7864,9.20518,8.12791,8.73069,10.7016,9.40691
sp|Q9UGL1-2|KDM5B_HUMAN,KDM5B,11.1215,11.9206,9.091,9.34552,9.43747,9.48427,8.81232,9.9849,10.7661,10.0363
sp|P26641|EF1G_HUMAN,EEF1G,10.1899,10.0381,10.1296,9.99498,10.2192,9.65655,10.2221,10.1676,9.87143,9.51065
sp|P20810-6|ICAL_HUMAN,CAST,9.89382,10.5482,9.2919,10.0935,9.49409,9.66538,10.6192,10.9889,9.94612,9.4589
tr|D6RBR1|D6RBR1_HUMAN,CAST,10.0566,10.2339,9.54847,7.26076,11.1607,9.66348,8.95079,11.4186,11.7973,9.90938
sp|P31350-2|RIR2_HUMAN,RRM2,10.6919,12.2914,8.7141,7.87092,6.44543,6.90816,8.53981,9.52095,14.9936,14.0237
sp|Q7LG56-6|RIR2B_HUMAN,RRM2B,11.4329,12.1446,11.116,8.87498,9.71655,8.21924,9.15963,10.3863,10.1386,8.81117
sp|Q8NDA8|MROH1_HUMAN,MROH1,9.78424,10.0637,9.70583,9.89942,9.8728,9.96406,9.59758,9.93908,10.4602,10.7131
sp|Q16643-3|DREB_HUMAN,DBN1,9.80678,10.0404,9.8298,10.7292,8.94261,9.10531,10.8708,11.0087,9.90049,9.76595
sp|P53618|COPB_HUMAN,COPB1,10.2249,10.1927,10.3307,9.77874,10.2931,9.75563,10.0575,10.085,9.77162,9.51011
sp|Q12809|KCNH2_HUMAN,KCNH2,10.1768,9.94555,10.7666,10.7614,10.0607,10.0247,8.18585,8.76389,10.6844,10.6302
sp|Q9NS40|KCNH7_HUMAN,KCNH7,0,0,0,0,0,0,0,0,0,0
sp|O14981|BTAF1_HUMAN,BTAF1,9.7032,10.359,10.2419,9.5352,9.73296,9.82362,9.85221,10.1354,10.3186,10.2979
sp|Q99569|PKP4_HUMAN,PKP4,10.014,10.5762,9.70776,10.0436,10.3528,9.01295,9.3709,9.33246,10.6557,10.9336
sp|Q9UQB3|CTND2_HUMAN,CTNND2,10.5625,10.7144,10.277,9.48257,11.0837,9.74687,10.4071,8.94398,9.95514,8.82671
sp|Q96CD0|FBXL8_HUMAN,FBXL8,10.9492,10.3626,9.87322,9.29882,10.054,10.8471,9.2107,9.34021,9.4107,10.6534
sp|Q9H2M9|RBGPR_HUMAN,RAB3GAP2,9.795,10.1933,9.6576,9.90431,9.96308,9.51185,10.6029,10.5721,10.0449,9.75498
sp|O95429|BAG4_HUMAN,BAG4,0,0,0,0,0,0,0,0,0,0
sp|Q96BN8|OTUL_HUMAN,FAM105B,9.74574,9.81025,8.78076,9.59966,8.74919,9.97372,12.8155,10.9216,9.90488,9.69872
sp|Q92736-2|RYR2_HUMAN,RYR2,10.0689,10.7569,10.0046,9.54165,10.1043,10.178,8.64427,9.48034,10.6242,10.5969
sp|P21817|RYR1_HUMAN,RYR1,10.0486,10.7255,11.9136,10.4167,10.1835,10.3492,8.00418,8.20294,9.00969,11.146
sp|P08559-4|ODPA_HUMAN,PDHA1,9.20032,9.44941,9.67324,9.42341,10.3743,10.2679,10.067,10.7058,10.4174,10.4212
sp|Q10570|CPSF1_HUMAN,CPSF1,9.70178,9.76053,10.2437,9.70737,10.3495,9.80149,9.20581,9.84847,10.6786,10.7028
sp|O75155|CAND2_HUMAN,CAND2,10.0107,10.1781,10.0334,10.3006,10.233,9.51699,10.609,10.4395,9.66746,9.01116
sp|Q86VP6|CAND1_HUMAN,CAND1,10.1569,10.0002,10.1968,9.85647,9.40096,9.654,10.3705,10.0468,10.1972,10.1202
sp|Q99733|NP1L4_HUMAN,NAP1L4,10.0453,10.2832,9.95144,9.83448,9.56956,9.68657,10.1616,10.2479,9.8196,10.4004
sp|P55209|NP1L1_HUMAN,NAP1L1,10.3756,10.7434,9.48922,9.58565,9.47925,9.07434,10.5902,10.8792,10.0801,9.70307
sp|Q96RP9|EFGM_HUMAN,GFM1,9.39146,9.76065,9.89177,9.74956,10.1257,9.9859,10.8304,11.3323,9.24057,9.69165
sp|Q15262-3|PTPRK_HUMAN,PTPRK,8.85192,9.3558,9.8622,9.3899,10.4178,10.6371,8.08374,8.81907,12.9015,11.681
tr|Q5TG12|Q5TG12_HUMAN,PTPRK,10.7444,11.1461,11.5541,9.68925,8.99428,11.545,7.19617,6.59354,10.8069,11.7303
sp|P28827-2|PTPRM_HUMAN,PTPRM,9.86784,9.9641,10.5044,10.7654,10.2271,10.4657,8.32556,8.1136,10.5554,11.211
sp|Q86XX4-2|FRAS1_HUMAN,FRAS1,9.65561,9.68003,9.9789,10.1838,10.2091,10.0758,8.70168,8.93843,11.1939,11.3828
sp|Q9NVC6|MED17_HUMAN,MED17,9.27227,10.0086,9.74076,9.64556,10.1388,10.2622,9.86213,9.90344,10.807,10.3592
tr|J9JID7|J9JID7_HUMAN,LMNB2,9.57208,9.83785,10.1744,9.98324,10.0613,9.86578,9.20876,9.72344,10.8356,10.7376
sp|P02545|LMNA_HUMAN,LMNA,9.65664,10.1502,10.3142,10.0833,10.0284,10.2485,9.18652,9.53013,10.3575,10.4446
sp|P20700|LMNB1_HUMAN,LMNB1,9.52525,9.80921,9.95217,9.62871,9.98044,9.74352,9.30293,9.75726,11.2483,11.0522
sp|P19338|NUCL_HUMAN,NCL,9.86461,10.2697,9.36594,9.31991,9.70497,9.57608,10.0056,10.6787,10.766,10.4486
sp|P49006|MRP_HUMAN,MARCKSL1,10.8635,11.2236,9.77343,8.68874,11.066,10.3356,6.06366,8.37083,11.4168,12.1979
sp|P29966|MARCS_HUMAN,MARCKS,9.40897,11.5314,8.85454,5.63015,13.0126,8.18718,5.56975,12.7512,13.4297,11.6245
sp|Q7KZF4|SND1_HUMAN,SND1,10.4936,10.5631,10.4819,10.5608,10.2476,9.91248,9.98578,9.92607,8.60126,9.2274
sp|Q8N3V7|SYNPO_HUMAN,SYNPO,10.747,11.1849,9.96957,10.1291,9.79001,9.03615,10.6765,10.0523,9.42271,8.99179
sp|Q6UWP2|DHR11_HUMAN,DHRS11,9.91271,12.953,8.76042,10.9679,9.12412,9.09773,9.23958,10.6657,9.82645,9.45242
sp|P18206|VINC_HUMAN,VCL,10.6656,10.1546,9.40059,9.97769,8.91195,9.71726,11.2966,10.2771,9.86425,9.73436
sp|P42858|HD_HUMAN,HTT,9.75699,10.0925,10.1229,9.19913,10.0361,9.47431,10.0849,10.5076,10.4849,10.2406
sp|P19404|NDUV2_HUMAN,NDUFV2,10.1186,10.0411,9.48417,9.53652,9.25076,10.7748,10.7473,10.2873,10.0813,9.6782
sp|O43837|IDH3B_HUMAN,IDH3B,9.08051,9.10299,10.5773,9.60343,10.5286,10.5844,10.0889,10.4082,9.59369,10.432
sp|O43837-2|IDH3B_HUMAN,IDH3B,10.1592,9.62119,11.7959,12.2174,9.61461,10.1614,9.9068,9.56848,7.38208,9.57287
sp|Q8N201|INT1_HUMAN,INTS1,9.64806,10.1126,9.69714,9.72203,10.1468,10.0945,9.74206,10.328,10.2445,10.2644
sp|Q9UBF2|COPG2_HUMAN,COPG2,9.21819,9.03541,9.68605,9.9812,9.73952,10.0669,10.9854,11.2904,10.1628,9.8341
sp|Q9Y678|COPG1_HUMAN,COPG1,10.225,10.3435,10.5877,10.0615,9.81196,9.81908,9.86072,10.1977,9.6307,9.4622
sp|O00330|ODPX_HUMAN,PDHX,9.08846,9.57059,9.95072,9.62861,10.0591,10.2076,10.3088,11.0982,10.0758,10.0121
sp|Q8IXS6-2|PALM2_HUMAN,PALM2,9.78369,9.64015,9.36804,9.48053,10.3684,9.91082,9.86759,10.1004,10.481,10.9995
sp|Q9Y2D5-6|AKAP2_HUMAN,AKAP2,10.6216,10.1142,9.07227,9.4138,10.0386,9.27232,11.3134,10.7047,9.97977,9.46935
sp|O75781|PALM_HUMAN,PALM,9.46456,9.8928,9.93973,10.1772,9.12889,9.81719,8.88666,8.67107,12.0249,11.997
sp|Q9HAC8|UBTD1_HUMAN,UBTD1,0,0,0,0,0,0,0,0,0,0
sp|Q8WUN7|UBTD2_HUMAN,UBTD2,10.5448,10.3128,9.70221,9.22561,10.0443,9.6218,10.6413,9.9054,9.95474,10.0471
sp|Q70CQ2|UBP34_HUMAN,USP34,10.064,10.1233,10.3646,10.0153,10.5953,9.82867,9.92347,9.54866,10.0235,9.5132
sp|P17858-2|K6PL_HUMAN,PFKL,11.0296,10.8018,10.0901,9.10615,10.1116,9.12005,9.7291,9.51497,10.6049,9.89167
sp|Q01813|K6PP_HUMAN,PFKP,10.5828,11.0092,10.0467,10.1535,9.84533,9.23704,9.74819,9.7293,9.75838,9.88951
