protein_id	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_r3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|Q8TAQ2|SMRC2_HUMAN	9.56918	10.363	9.60688	9.92396	9.99115	11.0687	9.81977	10.671	9.8877	10.9042	9.73506	10.6742	9.72332	9.32928	9.88875	10.1473	9.68919	9.47431	9.92407	9.60903
sp|Q8TAT6-2|NPL4_HUMAN	9.51821	10.397	9.90402	9.57634	10.0398	9.45796	10.0579	9.60967	9.07691	9.7218	9.93556	10.3052	9.57833	10.5423	10.4791	10.1251	11.9318	9.73597	10.326	9.68114
sp|Q8TB22-2|SPT20_HUMAN	8.70181	9.42312	8.98898	10.328	8.77525	12.0113	9.46261	10.0385	10.0682	11.4682	10.1771	10.8854	8.75367	11.2724	9.52412	11.2137	8.42464	11.1014	9.14056	10.2409
sp|Q8TB36|GDAP1_HUMAN	9.67193	9.83958	11.331	11.9845	9.5892	9.65291	9.25543	7.9601	9.87969	10.9434	6.96751	11.3327	8.70529	11.0046	6.96106	10.7592	9.24764	11.4658	10.6404	12.8081
sp|Q8TB37|NUBPL_HUMAN	9.00499	9.9858	9.22089	10.4902	9.34598	11.3336	8.919	10.7117	10.0319	10.9339	10.5254	10.8241	8.7162	11.0904	9.31048	10.685	8.8227	10.7345	9.19278	10.1205
sp|Q8TB52|FBX30_HUMAN	9.76158	10.6356	9.67694	9.48787	11.0133	8.9599	10.6954	9.44561	11.0285	9.53988	10.0508	9.14243	9.45126	10.139	10.6077	10.0412	9.79619	9.67483	10.4644	10.3877
sp|Q8TB61|S35B2_HUMAN	10.3365	8.74135	9.91184	11.7219	10.0597	9.61564	11.6945	10.2434	9.72969	9.38705	9.66139	10.2268	9.86685	11.3019	10.3082	7.83909	10.3568	10.6045	10.2138	8.17905
sp|Q8TB72-3|PUM2_HUMAN	10.9777	8.68433	9.0455	9.66782	9.77808	10.6233	9.95723	10.1964	10.0372	9.03744	10.3013	10.2643	10.0661	9.7006	9.70235	10.4055	10.2563	10.839	10.1829	10.2767
sp|Q8TB96|TIP_HUMAN	8.41967	11.8511	9.30079	11.819	9.84514	10.8111	10.6805	9.89508	11.4178	11.5012	10.5022	9.66035	8.56324	9.08127	10.5232	9.30529	9.51793	8.99148	8.45556	9.85802
sp|Q8TBA6|GOGA5_HUMAN	9.74264	10.6382	9.50117	10.7755	10.2501	8.89301	10.6037	8.96258	11.0605	9.03925	10.9283	8.99352	9.37342	10.0718	9.98882	10.2194	10.609	10.3221	9.78576	10.2412
sp|Q8TBC4|UBA3_HUMAN	9.66042	9.45031	9.65516	9.74286	9.17645	11.0476	9.67741	10.6739	10.0701	11.0923	9.98558	10.7586	8.86868	10.5989	10.1902	10.0426	9.65572	10.3795	9.79666	9.47697
sp|Q8TBC5-3|ZSC18_HUMAN	8.97466	9.08532	10.6674	9.87453	10.0597	11.0817	9.38196	9.00466	11.4626	10.3066	9.1255	9.97014	9.895	9.76268	10.4554	10.6359	7.90075	11.4709	10.7458	10.1387
sp|Q8TBE9|NANP_HUMAN	7.31348	10.7005	9.16356	10.9368	9.36732	10.2122	11.4605	8.87809	10.2874	11.7579	11.0457	8.76228	10.1483	10.6551	10.4404	8.62352	9.71803	9.83979	8.02495	12.6642
sp|Q8TBP6|S2540_HUMAN	8.84091	10.0415	9.09282	9.98579	8.47316	11.2912	7.77126	11.2602	10.299	12.0903	9.85092	11.3207	7.35499	11.8245	7.77188	12.1526	9.10656	10.6779	9.33267	11.4611
sp|Q8TBQ9|KISHA_HUMAN	10.651	9.15686	11.1203	10.2692	8.96989	10.2841	9.98081	9.78252	9.44126	10.7134	9.47649	9.4906	10.4092	10.5248	9.20904	10.067	9.12709	10.7225	10.5761	10.0279
sp|Q8TBX8|PI42C_HUMAN	9.04181	9.27697	9.45927	9.43386	10.5102	9.58047	8.5927	10.5367	8.90378	9.88903	10.3758	10.1506	8.46344	10.1117	9.98112	11.6126	13.9463	10.2763	9.06577	10.7916
sp|Q8TC07|TBC15_HUMAN	9.4388	9.14681	9.6348	9.60704	9.26815	10.9871	9.64522	10.3774	9.80325	10.9851	10.0575	10.2766	9.20269	10.8655	9.45779	10.5933	9.99653	10.3061	10.0356	10.3148
sp|Q8TC12|RDH11_HUMAN	9.86681	10.368	9.75578	10.0271	10.0198	10.0155	9.65952	10.1662	10.9174	9.14145	10.0295	10.2514	10.5095	9.68055	9.49573	10.6925	9.75546	9.72564	9.33475	10.5875
sp|Q8TCA0|LRC20_HUMAN	9.71299	8.71946	10.2105	9.36552	9.56396	10.782	9.15343	10.713	8.40705	10.9073	7.95878	9.80191	9.81595	11.538	8.93818	11.8556	8.94573	11.6076	9.56326	12.4398
sp|Q8TCC3-2|RM30_HUMAN	8.53395	9.87942	10.5816	10.6635	9.33553	11.4256	9.74791	9.31136	10.9973	10.8902	9.62213	8.98786	8.83828	10.3768	8.85578	11.2754	8.56429	11.1586	9.22278	11.7316
sp|Q8TCD1|CR032_HUMAN	11.5114	12.0314	11.509	10.6655	9.12059	8.11012	9.9379	10.0548	7.68267	7.96117	10.3269	8.16504	11.727	9.36919	9.89129	10.1736	11.246	11.2403	11.0323	8.24368
sp|Q8TCD5|NT5C_HUMAN	9.57706	9.65893	11.0338	9.60533	9.57128	10.8082	8.82282	9.48671	9.74504	10.6924	8.48867	10.8103	9.02516	10.3893	10.1152	10.3234	10.3391	10.1935	10.1454	11.1684
sp|Q8TCE6|FA45A_HUMAN	10.0878	9.06203	10.0106	9.62571	9.12463	10.5101	9.52859	9.75269	9.87332	10.7949	9.78775	10.6004	9.90089	11.3032	9.6609	10.2931	9.25599	10.0872	9.73491	11.0053
sp|Q8TCF1|ZFAN1_HUMAN	9.97518	9.52646	11.8856	11.2082	10.849	9.73269	10.8832	10.1679	10.9708	9.21435	8.56106	8.99319	9.42026	9.97154	9.47428	8.30652	10.5883	9.7515	10.6338	9.88624
sp|Q8TCJ2|STT3B_HUMAN	10.1883	9.84463	9.87635	10.2216	9.80378	9.92867	10.2576	9.88905	10.2507	10.4966	10.9026	10.5737	10.3978	9.80763	10.473	8.93043	10.0917	9.19028	9.6411	9.23458
sp|Q8TCS8|PNPT1_HUMAN	9.02324	10.0334	9.32227	10.3148	9.48965	10.5138	9.32875	10.0374	9.78226	10.5276	10.2227	10.392	9.21609	11.1966	9.75406	10.8826	9.17793	11.0394	9.38334	10.3621
sp|Q8TCT8|SPP2A_HUMAN	8.21422	10.5295	8.39813	10.7842	9.06506	12.4868	10.0165	10.6413	11.4232	12.1984	9.24815	12.156	9.56696	8.6878	9.84085	10.9779	9.03651	8.79151	9.89406	8.04302
sp|Q8TCT9-2|HM13_HUMAN	10.6495	9.73767	9.89126	10.1906	9.97106	8.96488	9.91459	10.1649	11.9995	8.14324	11.1967	9.62294	11.2992	8.87873	10.4171	9.61815	11.0835	9.27274	9.39021	9.59354
sp|Q8TCY9|URGCP_HUMAN	11.5735	10.5004	9.90289	9.52248	11.0729	8.80992	10.8315	8.64115	11.5101	7.62381	9.12195	8.78092	11.5746	8.28062	11.5886	9.73009	10.3515	8.70263	11.8301	10.0504
sp|Q8TCZ2-5|C99L2_HUMAN	7.66431	11.3995	11.0273	11.6162	11.5091	10.3891	8.62023	12.3919	16.0633	9.80305	10.9302	10.3028	9.275	7.8141	9.53728	9.81452	7.80646	8.27608	7.94178	7.81778
sp|Q8TD16-2|BICD2_HUMAN	10.3307	9.87269	10.9243	9.98187	10.2404	8.48635	9.44276	8.69234	10.2067	8.42124	8.40504	8.34221	10.0474	10.6131	9.13098	11.2451	10.6114	11.17	10.3904	13.445
sp|Q8TD19|NEK9_HUMAN	9.87726	10.0161	10.0987	9.7058	10.1355	10.0224	9.37113	10.5655	9.4083	9.81752	9.88546	10.1556	9.51164	10.6969	9.41643	10.4939	9.72223	10.7922	10.1252	10.1822
sp|Q8TD26|CHD6_HUMAN	9.67748	9.02693	8.92944	9.81839	8.16397	10.9997	10.5145	10.7356	11.8999	12.323	9.90257	11.6922	10.1269	8.64881	8.96888	9.9402	10.493	8.64025	10.8146	8.68354
sp|Q8TD30|ALAT2_HUMAN	9.03229	6.65372	9.70497	8.00339	7.60386	6.7245	8.53715	8.29951	8.87938	8.03476	8.77019	8.12132	8.14194	17.6708	8.38686	14.4623	5.97212	21.2866	10.3517	15.3626
sp|Q8TD43|TRPM4_HUMAN	10.0614	8.97553	10.2786	9.67228	8.34602	10.3731	9.18459	10.1353	10.5974	10.8994	9.18835	10.5195	10.175	10.0398	10.9922	9.19684	8.8193	11.7131	11.7706	9.06187
sp|Q8TDB4|HUMMR_HUMAN	9.30895	9.8379	8.4752	10.5945	9.31166	12.3224	8.60393	11.654	13.3568	10.6789	12.5799	10.5324	8.66096	7.4139	9.50222	9.49889	10.9721	8.13652	9.04356	9.51541
sp|Q8TDD1-2|DDX54_HUMAN	9.72485	10.1531	9.64983	10.2079	10.3421	9.58836	11.0474	9.51608	10.9307	9.75331	9.69573	9.69575	10.3436	8.98947	10.5966	9.54177	10.8307	9.3438	10.2579	9.79103
sp|Q8TDJ6-3|DMXL2_HUMAN	9.80484	10.4982	10.686	9.31019	9.7645	9.66594	9.24309	9.42528	10.4287	11.2049	10.6674	9.88326	9.02285	9.96294	9.87608	10.1954	10.4219	9.22522	10.44	10.2734
sp|Q8TDM6|DLG5_HUMAN	8.37535	10.8716	8.65572	10.4468	9.6867	11.2928	10.9858	10.6924	9.2575	12.1672	9.61085	11.4422	8.46736	9.88081	10.1019	8.85241	10.8446	9.1561	10.396	8.8158
sp|Q8TDN6|BRX1_HUMAN	8.35287	10.6068	9.99202	10.06	11.3334	10.6894	8.6511	10.1528	10.7664	11.2508	8.96216	9.77369	8.45011	10.3575	10.0795	10.7163	8.02276	10.17	9.52033	12.0921
sp|Q8TDP1|RNH2C_HUMAN	9.13443	9.43444	9.10403	9.34228	10.7014	10.007	8.85541	13.4234	9.59539	11.1628	9.5485	10.8507	8.79031	9.74324	9.34534	10.9087	10.7736	10.6575	8.47438	10.1473
sp|Q8TDQ7|GNPI2_HUMAN	10.1583	8.79735	10.4801	9.00638	9.07415	10.9203	9.52003	10.0249	9.4459	10.7727	9.19374	10.2548	9.05983	11.3489	9.79415	10.6436	9.40875	11.0138	10.0729	11.0093
sp|Q8TDX7|NEK7_HUMAN	11.2634	10.0594	10.6165	9.51976	10.074	10.2225	10.4889	10.2672	9.48001	10.0647	9.42976	10.2581	10.3159	9.03864	10.6965	8.87413	10.5933	8.88823	10.6674	9.18168
sp|Q8TDY2|RBCC1_HUMAN	10.1742	9.91622	10.2175	10.0535	9.4829	10.1827	9.8269	9.77724	10.2638	9.91601	10.5908	9.91484	9.40503	10.2078	9.7458	10.2783	9.73932	10.7121	9.98716	9.60789
sp|Q8TDY4|ASAP3_HUMAN	9.0224	9.89196	9.80415	9.14186	9.4101	9.75546	9.77384	10.3988	10.1884	9.73732	9.32579	9.53171	9.00715	11.7278	10.6312	10.693	10.1335	11.126	10.1126	10.587
sp|Q8TE02-4|ELP5_HUMAN	9.27523	10.3873	8.53181	10.7707	10.4144	9.80674	9.20605	10.7042	10.4408	10.0554	10.4576	10.804	9.64111	9.76719	9.8529	10.6117	10.3923	9.81948	9.41936	9.64179
sp|Q8TE58|ATS15_HUMAN	10.782	9.96549	8.75282	9.81758	10.5531	10.927	11.2269	12.337	9.77562	10.1613	10.3766	9.56187	9.54872	9.1019	11.1387	9.08221	11.4691	7.71583	9.59172	8.11451
sp|Q8TE73|DYH5_HUMAN	8.31438	11.7121	9.82123	10.8766	8.87523	11.1961	9.52459	9.85538	12.1209	10.0943	10.5695	10.4727	9.28075	9.56988	9.53763	9.81865	9.97283	8.86358	10.3742	9.14952
sp|Q8TE77|SSH3_HUMAN	11.9233	8.80249	9.81637	10.1956	11.1604	9.40286	9.86814	10.3135	9.93701	8.44111	9.55513	11.2633	12.5347	8.26545	10.9156	9.42115	11.3425	8.19029	9.41972	9.23147
sp|Q8TEA7|TBCK_HUMAN	9.57499	9.69429	9.2225	10.3274	10.6358	10.1681	10.2925	9.16613	10.9613	10.1222	10.049	10.6871	9.7727	9.2664	9.69453	9.62509	10.814	8.9902	10.5472	10.3886
sp|Q8TEA8|DTD1_HUMAN	11.0001	8.83758	9.67236	9.2817	9.4239	10.1187	8.73354	10.6907	10.0842	9.91151	9.41568	10.7658	10.1966	9.76667	9.82142	11.1844	9.9024	10.7583	9.84921	10.5852
sp|Q8TEB1|DCA11_HUMAN	9.00835	10.4113	9.99623	11.0628	8.23208	13.3196	8.73774	9.96783	10.5128	13.0218	10.4835	11.1829	7.75794	10.2724	9.06687	9.55751	8.13669	9.32709	10.2388	9.70597
sp|Q8TED0|UTP15_HUMAN	10.2663	8.81258	9.9147	9.89443	9.51543	10.0699	10.0129	9.75878	10.6812	10.0791	9.72004	10.1661	10.7019	10.2435	10.1195	11.0761	9.19478	10.4353	9.71913	9.6183
sp|Q8TED1|GPX8_HUMAN	9.82665	10.0096	10.6356	9.79031	10.2474	10.5337	11.0368	8.41003	9.68518	10.5528	8.0823	10.0796	9.3149	9.6794	10.745	10.0788	9.30655	10.8439	9.97025	11.1712
sp|Q8TED9|AF1L1_HUMAN	12.1477	9.18684	12.388	9.06365	9.98119	8.55154	9.58843	8.6558	9.58608	8.37045	10.1057	8.09171	9.86396	10.4397	9.35721	9.69514	10.7938	11.0788	13.107	9.94737
sp|Q8TEH3-6|DEN1A_HUMAN	8.83941	11.0778	12.6179	9.81846	10.8273	9.25575	9.28092	8.69685	8.23871	11.9076	9.44984	9.77302	8.87326	11.162	12.7154	8.52549	11.3954	8.42276	9.58993	9.53223
sp|Q8TEM1|PO210_HUMAN	9.59361	9.54123	9.42715	9.60129	9.72231	10.0633	9.64358	10.2448	9.8391	10.5951	9.8169	10.9153	9.88258	10.5599	10.3256	10.2487	10.0214	10.1815	9.66799	10.1086
sp|Q8TEQ6|GEMI5_HUMAN	9.37066	10.1964	9.62927	9.70665	10.3702	9.69828	9.73535	10.4194	10.5027	9.85354	10.147	9.99511	9.98862	9.71612	9.84507	10.6685	10.1713	10.1322	9.35083	10.5028
sp|Q8TEQ8|PIGO_HUMAN	9.93796	9.94686	10.1944	10.2623	9.50663	10.0601	10.1159	9.14897	10.4125	9.72475	10.324	9.86731	11.1966	10.7385	10.2609	9.63249	9.6151	8.86094	10.5398	9.65405
sp|Q8TER5|ARH40_HUMAN	10.1623	10.0989	8.55453	10.069	10.1216	9.20946	14.4571	4.7628	10.1074	8.93449	10.6023	9.66884	11.0988	9.52189	18.031	6.08233	10.8651	9.88008	11.5074	6.26464
sp|Q8TEU7-4|RPGF6_HUMAN	9.92524	9.87082	10.3929	9.8133	9.43052	9.92591	8.30985	10.9779	10.4295	9.63429	9.57368	8.8439	9.59715	10.4138	8.08933	11.4888	10.8991	9.87374	9.89135	12.6191
sp|Q8TEV9|SMCR8_HUMAN	9.38653	9.59491	9.79306	9.83401	9.73876	10.2286	9.49551	9.48664	10.3592	10.7019	9.92534	10.9601	9.84081	10.2096	9.97433	10.496	9.42193	10.5178	9.63615	10.3988
sp|Q8TEW0|PARD3_HUMAN	9.3633	9.88023	11.2245	8.17505	9.82601	9.6654	9.89585	9.38294	10.3873	10.2671	10.4734	8.9601	10.1711	10.0293	13.041	7.03532	10.8271	9.58309	13.9515	7.86032
sp|Q8TEX9-2|IPO4_HUMAN	9.41223	8.72913	9.80148	9.28939	9.49641	9.91985	10.1586	9.597	11.0981	10.0384	10.382	9.99383	10.9161	10.2041	10.4486	10.0338	9.47554	10.7101	9.9761	10.3192
sp|Q8TF01|PNISR_HUMAN	10.0662	9.4517	10.8251	9.96931	10.2706	10.5181	8.94236	11.4323	9.73607	10.4692	11.7434	9.48764	9.20044	9.31087	8.96849	9.8699	11.7336	9.24317	8.34838	10.4131
sp|Q8TF05|PP4R1_HUMAN	10.1951	9.91803	9.93561	9.63214	9.79014	9.8561	10.1393	10.335	9.71424	10.4524	9.39545	11.1071	9.86169	9.74638	10.0767	9.50378	11.2027	9.26318	10.5139	9.36094
sp|Q8TF72|SHRM3_HUMAN	10.0451	10.1221	9.96659	9.91988	11.1802	8.53641	10.406	9.81902	9.39002	9.32149	9.4157	9.4708	10.4129	9.66123	10.6816	9.98647	11.6544	9.67612	10.3588	9.97525
sp|Q8TF74|WIPF2_HUMAN	11.2059	8.8631	11.4743	10.1113	9.65517	10.1817	10.0167	9.24168	10.3956	9.24456	8.93787	11.3208	10.3874	9.36995	9.93889	9.17052	10.0508	10.6459	11.5231	8.2648
sp|Q8WTS1|ABHD5_HUMAN	10.8067	9.83501	11.1384	8.97765	9.98626	8.34749	11.48	7.77957	9.3235	8.79391	8.61113	7.20593	8.39641	12.5858	11.4792	10.8906	11.0056	10.9193	12.565	9.87258
sp|Q8WTS6|SETD7_HUMAN	10.3721	9.79733	10.0475	9.27412	10.3862	8.84733	9.87164	8.93487	9.67742	9.37327	9.50078	9.33894	9.45522	10.7058	10.0323	10.7965	10.4631	10.9222	10.8529	11.3505
sp|Q8WTT2|NOC3L_HUMAN	9.70022	10.0618	8.58914	9.49832	9.97809	9.68642	12.6889	11.4896	9.75674	10.413	9.25929	10.8822	9.95702	10.5209	8.74209	9.65242	10.0334	9.89231	8.85027	10.3477
sp|Q8WTV0|SCRB1_HUMAN	9.26031	10.1202	10.9168	10.3115	8.26861	11.634	9.4474	11.1015	10.8054	11.5524	10.5474	9.50845	8.60284	11.2167	8.72935	9.59918	8.81054	9.72908	10.0475	9.79098
sp|Q8WTW3|COG1_HUMAN	10.0571	10.2423	10.0516	10.0639	9.3468	9.73198	9.63916	9.70966	10.531	9.0371	9.8751	9.53511	9.04542	11.2703	9.77644	10.8227	9.43484	11.3031	9.65829	10.8681
sp|Q8WU76|SCFD2_HUMAN	9.51739	10.5021	8.71605	11.2157	10.0649	9.33217	10.0331	8.95885	10.8203	9.57536	9.49479	10.4674	10.1604	10.6115	9.04729	11.9592	9.87741	9.53841	9.2363	10.8714
sp|Q8WU79|SMAP2_HUMAN	11.4661	9.39311	10.7891	8.82941	11.7248	8.29368	9.35591	9.97028	9.27704	8.11931	9.83787	9.31287	10.8946	8.62862	9.51156	10.3815	11.794	10.4087	11.2932	10.7183
sp|Q8WU90|ZC3HF_HUMAN	10.6661	9.64824	10.0452	9.57268	10.2967	9.0755	10.6785	9.62159	9.92215	8.72267	10.0406	9.31261	11.0451	9.69734	9.89021	9.99577	10.3944	10.5318	10.6088	10.2341
sp|Q8WUA2|PPIL4_HUMAN	9.14725	10.2211	9.34258	10.2161	10.3934	10.254	9.69618	10.0012	10.3944	10.321	9.83245	10.4092	9.28801	9.48638	11.2602	8.96724	11.1298	9.36479	10.3815	9.89332
sp|Q8WUA4|TF3C2_HUMAN	9.15365	8.47089	9.2165	10.1083	10.3483	10.6794	9.62127	10.1219	10.4655	10.2692	10.8068	11.1432	11.0846	10.5362	9.94182	9.58166	9.62832	9.36393	10.0748	9.38374
sp|Q8WUA7|TB22A_HUMAN	10.0385	9.71236	10.0634	11.917	9.55862	9.79497	10.9197	7.42805	9.68778	10.4384	10.8257	8.44279	10.2601	10.0858	10.0461	11.5111	10.477	9.94649	9.36916	9.47702
sp|Q8WUD1|RAB2B_HUMAN	11.0728	9.12183	10.1731	9.38191	9.29638	9.28729	9.58693	10.3959	9.78869	9.09061	10.2371	9.52447	10.977	10.9884	9.84795	10.4517	9.86851	10.5085	9.57921	10.8217
sp|Q8WUF5|IASPP_HUMAN	12.9483	9.87877	11.9481	8.91327	10.8113	7.53469	11.663	8.21274	9.72858	7.54025	10.2703	8.22835	11.7267	8.47257	10.9706	8.4267	12.0501	9.30869	12.6145	8.75248
sp|Q8WUF8|F172A_HUMAN	8.87729	9.56164	9.47111	10.1137	9.50188	10.8521	9.65205	10.261	10.1535	10.8664	9.65349	9.97383	9.91672	10.0953	10.5959	10.8077	9.82485	10.3503	10.0292	9.44193
sp|Q8WUH2|TGFA1_HUMAN	9.35156	9.87352	8.88201	10.0798	9.54392	10.2604	9.73296	9.66066	9.70947	11.1049	10.2004	10.8625	9.3195	10.9056	9.96567	10.4146	9.94022	9.99088	10.0599	10.1417
sp|Q8WUH6|CL023_HUMAN	9.99087	10.2671	9.79099	10.0646	9.65985	10.1294	8.85166	10.7133	10.1936	9.67689	10.0352	9.40769	9.38509	10.8747	9.71034	10.7107	9.05806	10.7644	10.5253	10.1903
sp|Q8WUK0|PTPM1_HUMAN	9.74566	9.20688	9.46275	11.5445	8.84956	11.9991	10.6224	8.79406	10.3599	11.0582	9.86962	10.9753	9.4365	10.1704	11.1809	8.36815	8.92204	10.2517	9.21865	9.9637
sp|Q8WUM0|NU133_HUMAN	9.48821	9.43367	9.33871	9.94373	10.0115	11.398	9.83394	10.3817	10.4007	10.9638	9.95644	10.7267	9.56533	9.44258	10.2849	9.85975	9.99428	9.30188	9.97881	9.69533
sp|Q8WUM4-2|PDC6I_HUMAN	10.2054	9.85498	10.3943	9.42165	10.0956	10.0201	9.86331	10.1871	9.34732	10.0589	9.25235	10.1039	10.0457	10.0847	9.99398	10.1976	10.2478	10.0396	10.232	10.3539
sp|Q8WUN7|UBTD2_HUMAN	9.37307	10.0718	10.6485	9.6368	11.4167	10.6624	9.37205	9.67556	10.6953	11.3551	10.0025	10.0884	10.1264	7.78494	9.88048	9.73505	10.4097	8.10456	10.3797	10.581
sp|Q8WUP2|FBLI1_HUMAN	10.5499	9.94589	9.88586	10.2234	9.93205	11.7237	9.52102	10.6878	10.4562	10.3429	11.0389	10.6093	9.94347	8.25508	10.1549	8.67584	10.4027	8.44813	10.5808	8.6221
sp|Q8WUX2|CHAC2_HUMAN	10.699	9.08414	8.59413	10.3688	10.4891	8.2999	9.59032	9.26511	9.94393	9.72685	9.81932	9.95473	10.5507	9.16959	8.21531	12.4286	12.7795	9.25729	10.3445	11.4191
sp|Q8WUX9|CHMP7_HUMAN	9.61863	9.54073	9.12592	9.10383	10.4068	10.0752	9.72173	9.72105	10.2417	9.55974	9.08365	10.1309	10.4963	9.82002	9.82591	11.4271	9.83191	10.4089	9.54467	12.3152
sp|Q8WUY3-3|PRUN2_HUMAN	9.66064	9.32541	10.0319	10.3086	9.63579	10.5291	9.19006	9.68511	11.0797	10.4066	9.72087	11.5064	10.0405	10.3575	7.83088	10.8068	8.40908	10.5557	11.1698	9.7496
sp|Q8WUY8|NAT14_HUMAN	9.7732	10.989	10.2082	11.0168	9.61497	9.53323	10.3932	8.1678	10.4574	10.5046	9.75693	10.2214	9.75751	10.067	10.3642	10.0843	9.80155	9.50146	10.8668	8.92038
sp|Q8WV60|PTCD2_HUMAN	9.03693	9.85113	8.1158	10.4466	8.67352	10.8417	11.8366	9.98728	10.2339	10.2419	9.4592	7.89198	8.67428	12.2789	11.0508	11.5487	8.5976	11.5701	9.32485	10.3381
sp|Q8WV74|NUDT8_HUMAN	7.61307	10.7593	8.87816	10.6452	9.6567	11.3341	8.98203	10.6494	11.4138	11.0255	10.1911	10.7985	8.90168	10.8721	9.87928	11.0312	8.74584	9.6779	8.39561	10.5495
sp|Q8WV93|LACE1_HUMAN	9.21517	10.2704	9.10732	10.5436	10.5701	10.879	10.1661	9.20517	10.9301	10.1643	9.88164	10.6902	8.86274	9.93428	9.92964	10.8091	8.59307	10.5809	8.72432	10.9428
sp|Q8WV99|ZFN2B_HUMAN	8.58251	10.6357	9.09527	10.4472	10.9522	8.59216	10.8409	9.39428	9.3197	9.65342	9.9364	9.92062	9.43184	10.2907	10.0233	10.4958	12.7361	9.80569	9.05719	10.7891
sp|Q8WVC0|LEO1_HUMAN	9.22494	10.5542	9.33534	10.1632	9.48392	10.3345	9.76425	10.1734	10.6164	10.2518	10.6391	9.89331	10.0453	9.54783	10.0646	10.246	9.827	10.1141	9.19896	10.5219
sp|Q8WVC6|DCAKD_HUMAN	8.39748	9.16294	8.97295	10.2847	8.96854	11.0963	9.38286	10.0003	10.2046	10.858	10.2199	10.5373	9.44633	12.0735	9.41959	11.2832	8.70195	11.0903	9.25043	10.6488
sp|Q8WVF1|OSCP1_HUMAN	10.2892	10.1056	10.3141	10.0149	8.71998	9.91863	8.91448	11.1988	10.1018	10.5957	9.32478	10.3496	9.45366	10.8643	9.61704	10.0396	10.4008	9.55031	10.2366	9.99
sp|Q8WVJ2|NUDC2_HUMAN	9.88373	8.98337	9.95226	9.77467	9.65829	11.1872	10.1735	10.9025	12.7487	11.5688	9.59661	9.26854	11.1127	7.43868	9.1798	11.0006	8.24198	9.17646	9.93693	10.2147
sp|Q8WVK2|SNR27_HUMAN	10.6295	9.29903	10.2422	10.0112	10.1294	10.0412	8.9264	11.4091	10.0907	10.4808	8.5714	10.3168	10.9097	9.15664	7.72816	11.6045	10.2049	9.05815	10.6979	10.4923
sp|Q8WVM0|TFB1M_HUMAN	9.71415	8.86172	10.6662	10.5491	8.44711	11.2007	10.9311	8.35401	10.0152	10.5113	9.33493	9.29655	9.91008	11.1316	11.3905	9.45663	8.79414	11.414	9.67763	10.3434
sp|Q8WVM7|STAG1_HUMAN	8.43961	10.8779	9.83739	9.2373	10.047	9.44131	10.3219	11.4955	9.4076	12.2068	9.62611	11.3465	8.54735	10.8313	9.74308	9.97159	11.2952	8.90607	9.34	9.08063
sp|Q8WVM8|SCFD1_HUMAN	9.34634	9.96499	10.6367	11.0477	9.64192	9.83711	9.15113	9.40556	10.1576	10.1631	8.95337	9.95997	9.89906	10.4597	9.4646	10.0768	9.94166	10.5885	9.161	12.1432
sp|Q8WVQ1|CANT1_HUMAN	8.67618	10.3424	9.29	10.3684	9.86553	10.0393	9.68141	10.2816	10.8022	10.0839	10.4168	10.5553	9.54662	10.4002	10.2613	9.98003	9.85268	10.3909	9.49124	9.67391
sp|Q8WVT3|TPC12_HUMAN	9.5893	9.90967	10.4317	9.8881	9.44199	10.4919	9.69398	9.51221	10.5686	10.2503	10.1572	10.2301	9.80118	9.72802	9.95835	10.3502	10.3623	9.85677	9.75133	10.0269
sp|Q8WVV9|HNRLL_HUMAN	9.15878	9.88579	9.5477	10.1571	9.39744	12.2959	9.84008	10.6156	9.50448	11.5714	9.97374	11.1447	8.91751	9.81238	10.0879	9.64487	9.50281	9.95351	9.71193	9.27641
sp|Q8WVY7|UBCP1_HUMAN	9.38057	9.22129	9.44784	10.2913	9.53057	11.2481	9.06443	10.7496	10.9461	11.1228	9.64322	10.1667	9.28306	9.96287	8.85534	11.4382	9.43235	9.87219	10.3822	9.96121
sp|Q8WW12|PCNP_HUMAN	9.80079	9.82625	9.69574	9.64996	9.71712	11.1814	9.78492	10.794	9.59865	10.8639	9.60225	10.289	9.09232	10.0069	10.0168	10.2115	9.69224	10.2204	10.7009	9.2549
sp|Q8WW22-2|DNJA4_HUMAN	11.9774	9.48088	12.1841	9.34791	10.0011	7.54211	9.7669	8.5508	9.87302	7.75463	10.204	8.19409	10.2558	10.3944	10.6225	9.57185	11.6526	11.0681	11.6344	9.92345
sp|Q8WW59|SPRY4_HUMAN	9.49904	9.17273	9.12457	10.0879	8.95247	10.6266	9.37885	9.81952	10.2493	10.9664	10.563	10.4884	9.54717	11.2295	9.83749	10.8955	9.50978	10.247	9.12506	10.6797
sp|Q8WWA1|TMM40_HUMAN	11.9007	7.63299	11.1586	8.28146	10.2984	7.07902	10.8142	8.09401	10.7992	7.39978	9.52835	8.60216	11.9943	11.7228	12.005	10.1659	10.6482	10.5245	11.1151	10.2353
