protein_id	D311	U311	S311	E311	L311	D312	U312	S312	E312	L312	D121	U121	S121	E121	L121	D122	U122	S122	E122	L122	D321	U321	S321	E321	L321	D322	U322	S322	E322	L322
sp|Q15014|MO4L2_HUMAN	10.4658	12.0916	10.2108	9.66568	9.80304	9.3522	11.2332	7.81509	9.1073	10.2554	10.228	11.9701	8.72955	10.0266	10.5273	11.8321	9.74319	10.1977	8.24787	8.49756	9.98217	9.96185	10.3039	11.2438	9.55572	9.87431	9.29186	10.1194	9.83783	9.82909
sp|Q15018|F175B_HUMAN	9.4647	9.08034	9.6	9.68648	10.6022	9.89449	10.6807	10.1522	10.5181	10.3207	9.55626	9.66117	9.48137	9.87802	10.5701	10.1604	10.5888	9.69748	10.3394	10.0671	10.1441	9.95566	9.44915	10.6193	9.92782	9.53192	10.4624	10.2188	9.45248	10.2385
sp|Q15019-2|SEPT2_HUMAN	9.79551	10.3594	8.90844	10.0668	9.19446	9.71332	10.2417	10.4596	10.1812	11.0796	10.1128	10.3561	9.7309	10.496	9.27057	9.95382	9.52725	10.279	10.4005	9.87313	10.3964	10.0267	9.40362	9.47238	8.44959	9.39003	11.1459	10.4618	10.5862	10.6673
sp|Q15020|SART3_HUMAN	9.26182	9.28003	8.76067	9.35306	9.83253	9.96206	10.5316	10.4623	11.3887	11.1672	9.7536	10.3739	9.9548	9.84055	9.5559	9.72645	10.1003	9.78988	10.8077	10.0969	9.72756	9.60015	9.71248	9.47207	9.92735	9.91475	9.83462	10.4444	10.6251	10.7416
sp|Q15021|CND1_HUMAN	9.39242	9.43215	8.16564	9.68578	9.60091	9.47744	11.0696	10.3942	11.0079	11.774	9.5754	10.2924	10.902	9.30438	10.9446	10.929	8.76878	9.01814	10.1701	10.0951	9.59091	9.79562	7.17022	7.26153	6.70845	7.29513	12.5713	13.8848	13.3896	12.3324
sp|Q15022|SUZ12_HUMAN	8.94149	10.6042	9.08869	9.03635	9.84903	9.74132	10.6279	10.0603	11.8774	10.1734	10.5108	10.8154	9.88755	9.7663	9.73019	10.6006	8.73309	9.08568	11.6808	9.18956	11.3545	9.36409	8.79572	9.9418	9.69048	8.82657	10.0238	9.69262	11.2654	11.045
sp|Q15024|EXOS7_HUMAN	9.17926	10.0349	9.83297	10.2344	10.1338	10.379	9.57845	10.1694	10.5152	9.94261	9.89328	10.2662	10.0851	9.42094	10.7506	9.99006	9.88746	10.0273	9.57375	10.1053	9.54668	9.68287	10.0686	9.55216	10.5157	10.0744	9.76012	10.3393	9.97706	10.4831
sp|Q15029|U5S1_HUMAN	9.83057	10.1756	10.3401	9.90219	9.88579	9.91548	9.63438	9.53704	10.5492	10.2296	9.89644	10.2617	10.2391	9.9662	10.351	10.3301	9.4924	9.65317	9.92595	9.88397	9.64943	9.74089	10.3341	10.0659	9.78709	10.107	9.60136	10.0294	10.0323	10.6525
sp|Q15031|SYLM_HUMAN	9.19829	8.0143	9.43745	8.57329	10.6197	9.45287	11.3089	11.498	11.1111	10.786	9.28902	9.95958	9.75029	9.35684	10.7901	10.0796	10.0936	9.91402	10.1143	10.6526	9.14015	9.259	9.47582	9.18817	9.91671	9.99854	11.1005	11.7534	10.3741	9.79369
sp|Q15034|HERC3_HUMAN	9.08603	8.14423	7.82498	9.52327	10.3267	9.93631	10.3676	11.4757	11.9109	11.4043	9.15122	9.92013	8.89691	10.9342	10.7004	10.3954	10.0856	8.61589	10.3246	10.9755	10.7737	10.4796	10.4209	11.2504	10.1284	9.5474	9.38228	8.51683	8.78886	10.7116
sp|Q15035|TRAM2_HUMAN	11.7048	8.7984	12.1921	9.1226	11.2091	7.95271	9.25253	9.11233	11.2868	9.36857	8.25772	7.31561	12.4848	10.1825	15.8753	9.13805	9.11736	7.52037	9.01013	11.0982	10.3253	9.53504	11.492	8.97775	11.8361	9.44254	9.65816	9.05401	9.76249	9.91663
sp|Q15036|SNX17_HUMAN	9.00217	9.26209	11.9816	9.8761	10.3976	10.0016	8.60559	8.70548	11.2223	10.9454	9.25161	9.97279	11.5966	9.65147	11.5021	9.95492	9.51691	8.39927	9.81715	10.3372	9.11089	9.32333	10.7141	9.91259	10.6671	10.5249	9.52554	9.28213	10.4328	10.5067
sp|Q15042|RB3GP_HUMAN	9.85032	9.77604	10.1028	9.90924	10.3356	9.76506	10.4696	10.3924	9.77849	9.62039	10.1248	9.86303	10.9194	10.0061	10.4295	10.1426	9.56942	10.1186	9.6088	9.2177	9.96038	10.6549	10.2478	9.86409	9.90023	9.38584	10.0692	10.4287	9.71462	9.77426
sp|Q15043|S39AE_HUMAN	9.08971	10.1762	9.07651	11.011	10.8736	10.4208	10.6878	9.83276	9.79858	9.0331	10.6255	9.78196	9.5903	9.98483	11.4002	10.2065	9.99548	9.42436	10.3593	8.63155	10.1272	10.9664	10.8758	11.159	9.84788	9.62991	9.92535	10.3184	8.34733	8.80269
sp|Q15046-2|SYK_HUMAN	9.91648	10.2397	9.99331	9.54977	9.19963	10.3606	10.4717	10.1522	10.0819	10.0346	9.90755	9.6865	10.0151	10.4015	10.3373	10.2759	9.65601	10.3681	9.4797	9.87236	9.88706	9.89711	10.1611	9.8688	10.2112	10.1033	10.1253	10.0505	9.67834	10.0174
sp|Q15047|SETB1_HUMAN	8.76365	9.96968	10.492	9.98405	10.4472	9.71492	9.2896	8.99037	11.6044	10.7441	9.5264	11.8794	10.7549	8.48017	8.87417	10.7908	10.2351	9.17867	11.4316	8.84875	9.45993	9.66741	9.92697	10.0007	10.5841	10.5548	9.26772	9.42015	10.7101	10.4081
sp|Q15050|RRS1_HUMAN	9.65383	10.1343	8.75936	10.3071	9.97093	9.4071	11.6293	11.5505	9.00093	9.58649	10.014	9.98106	10.1295	9.92143	9.72694	9.69888	10.7796	10.5907	10.0607	9.09725	10.6311	10.0889	9.34057	10.3402	9.1745	10.5493	10.1417	9.61075	10.2448	9.87813
sp|Q15052|ARHG6_HUMAN	10.5363	10.4022	10.1489	10.9227	10.2799	10.2409	10.3476	9.84726	8.36338	8.91076	10.6935	10.0841	10.1889	9.95121	9.70751	9.59785	10.3437	10.7283	9.1365	9.5684	10.5702	9.69563	9.32536	10.459	10.132	9.14587	12.235	11.675	8.68563	8.07622
sp|Q15056|IF4H_HUMAN	9.69969	11.6797	9.82048	10.3339	8.86037	10.9516	9.09404	10.4463	9.76512	9.34884	10.1588	8.87492	9.62781	10.8378	10.447	10.0092	9.17587	10.5189	10.1078	10.2419	9.4394	10.1905	8.97705	9.36508	9.56894	9.7682	10.1401	11.3842	11.85	9.31652
sp|Q15057|ACAP2_HUMAN	10.5614	10.0611	10.7424	9.37944	11.0937	9.04928	9.68686	8.49117	11.1008	9.83386	9.48843	11.2356	9.1843	10.1241	8.79776	11.1641	9.01879	10.6842	9.84707	10.4556	9.47046	10.3288	10.059	10.4511	9.57555	9.68552	9.81138	9.97815	10.4752	10.1647
sp|Q15059|BRD3_HUMAN	8.9791	8.88033	8.66448	8.8874	9.43795	9.9035	10.4391	10.7482	11.4556	12.6043	9.46354	10.0337	9.05308	10.0253	9.77945	10.0237	10.0597	10.4817	10.4677	10.612	10.0192	9.65667	8.44255	9.14328	9.61731	9.2953	9.9981	10.1494	12.4376	11.2405
sp|Q15061|WDR43_HUMAN	10.1111	9.89586	9.81218	10.0005	9.65195	9.85242	10.6382	10.2616	9.68419	10.0921	10.4818	10.3187	10.3146	10.3186	10.1776	10.1751	8.83634	10.5735	9.28845	9.51546	9.99391	9.47182	10.0207	9.58523	9.97849	9.85172	10.5186	10.4861	9.88475	10.2087
sp|Q15067-2|ACOX1_HUMAN	9.82493	9.56693	12.3134	12.3725	6.90046	6.07811	10.0721	10.5948	11.1667	11.1101	9.61204	9.38862	11.711	11.0668	8.61738	8.26148	10.2439	9.40011	10.8851	10.8135	10.2497	10.5771	13.2888	12.6825	6.78322	7.273	9.08855	9.25936	10.5311	10.2666
sp|Q15070|OXA1L_HUMAN	9.24216	9.46973	9.1682	10.0263	9.5353	10.3773	9.9404	12.2	9.41905	10.6214	9.81734	9.51795	9.74981	9.36011	10.0951	10.4016	10.2003	10.1719	10.3569	10.329	9.87711	9.6635	11.3261	9.80153	9.74953	10.3422	10.4364	10.725	8.58256	9.49608
sp|Q15075|EEA1_HUMAN	9.6928	10.7746	9.68204	10.213	9.7536	10.2521	10.0052	9.91129	9.83093	9.8845	9.82357	10.0343	9.69264	10.152	9.57367	10.2545	9.91088	10.5947	10.0277	9.93608	10.3681	10.1973	9.77696	9.90057	9.48032	9.62009	10.0905	10.2689	10.1605	10.1367
sp|Q15084-2|PDIA6_HUMAN	9.29008	10.9503	9.30136	10.5288	11.0066	10.9328	10.4659	10.0504	8.74642	8.72738	10.0165	10.7167	9.52135	9.94553	9.51281	10.5458	9.94476	10.4059	9.63289	9.75771	9.25341	9.05969	10.3362	10.6737	10.4084	10.1845	10.3618	10.499	9.51055	9.7128
sp|Q15102|PA1B3_HUMAN	8.68662	9.11288	9.12086	10.112	9.50895	10.2232	10.3012	11.0904	10.3963	11.4475	9.66979	9.69131	9.78457	9.96883	9.3478	9.73532	11.2871	9.93041	10.4493	10.1356	9.65899	10.0291	9.81867	9.05815	8.99276	9.82425	10.9862	10.3624	10.5435	10.726
sp|Q15111|PLCL1_HUMAN	9.00763	9.54697	9.3171	9.69724	10.5364	9.37898	10.3927	10.3289	10.6627	11.1314	9.50051	12.4178	9.36907	9.71258	8.97192	9.40683	9.79368	10.2782	10.332	10.2173	9.81582	9.70784	9.7244	9.9066	9.89688	10.2821	9.81631	10.1841	10.2116	10.4543
sp|Q15118|PDK1_HUMAN	9.72813	9.06912	8.77991	8.39442	9.97819	9.76484	11.0016	11.8651	10.7782	10.6405	9.53938	8.81015	9.64171	10.1275	10.5634	9.65188	10.6934	9.92748	10.8403	10.2047	10.3892	10.4678	9.52278	9.22856	9.72453	10.0039	9.74679	10.4862	10.2593	10.1709
sp|Q15119|PDK2_HUMAN	6.56412	7.13896	8.30293	9.22406	9.9204	10.975	10.3374	12.6477	11.6768	13.2126	9.57115	9.9469	9.16139	8.56984	9.18958	10.428	10.1693	11.0638	10.8793	11.0207	6.92274	6.72228	9.72926	9.78074	10.3976	12.2719	10.2363	11.4597	10.5938	11.8857
sp|Q15120-2|PDK3_HUMAN	10.0918	8.86939	9.29212	9.2148	10.1665	9.58335	11.121	11.3187	10.2916	10.0507	9.77162	10.2004	9.36741	9.85637	10.0219	9.77697	10.5275	10.2379	9.88388	10.3561	10.4772	9.85279	9.9751	9.89289	8.88599	10.4321	11.4513	10.519	8.84946	9.66423
sp|Q15121|PEA15_HUMAN	11.1198	11.9353	11.6479	13.4526	10.9758	10.3753	8.4553	7.94694	7.08393	7.00711	8.10547	8.14873	13.3992	9.86323	9.95667	11.9857	9.19698	8.77787	9.34023	11.2259	12.7922	9.61851	9.39688	11.1512	7.66623	10.9886	13.2754	9.51832	7.93964	7.65303
sp|Q15124|PGM5_HUMAN	10.6989	9.31436	9.67798	9.02526	9.83214	8.99994	10.0919	9.97878	11.3281	11.0527	9.27815	9.55021	9.92494	10.1126	11.7809	9.84145	10.1483	8.96224	9.9309	10.4703	10.175	10.077	9.99107	10.012	10.2012	9.41292	9.63619	9.44038	10.4381	10.6161
sp|Q15126|PMVK_HUMAN	10.0058	9.82394	10.2794	9.5557	9.92708	10.0891	10.0867	10.9723	9.90193	9.35799	9.90547	10.0227	9.90914	10.5125	11.0163	10.064	10.1695	9.72221	9.38812	9.29012	10.2027	9.81457	10.3448	9.65887	9.76463	10.244	10.8892	9.91615	9.59014	9.5749
sp|Q15139|KPCD1_HUMAN	8.66776	8.39213	8.41733	9.18532	11.3373	9.7212	9.5618	10.0192	12.7823	11.9157	10.3293	9.83743	10.4239	10.6484	10.1145	10.4533	10.2036	8.37949	10.108	9.50214	10.8873	9.282	9.92191	9.00445	10.3887	10.2259	9.39256	9.16784	11.0156	10.7137
sp|Q15147-4|PLCB4_HUMAN	10.3896	11.2421	8.6593	8.80162	7.65126	9.37258	10.6125	11.0708	10.5765	11.6237	9.23366	10.6501	8.02119	10.8824	9.38411	9.44874	10.8119	10.3752	10.2511	10.9417	9.20793	11.1045	8.88137	9.12919	9.57028	9.33649	9.65502	11.2408	10.9182	10.9562
sp|Q15149-2|PLEC_HUMAN	9.82425	9.79154	10.3472	10.1951	10.1982	9.89209	9.51754	9.43756	10.4837	10.3128	9.94133	10.3946	10.1452	10.085	9.67551	9.99951	9.92927	9.81026	9.94495	10.0743	9.88039	10.0252	10.4646	10.3089	10.1859	10.064	9.19275	9.45253	10.0783	10.3475
sp|Q15154|PCM1_HUMAN	9.4217	11.6869	8.62919	9.92151	9.44661	9.90738	9.95844	9.86791	10.2511	10.9093	9.45373	10.9328	10.111	9.86772	9.81111	11.0745	9.41135	10.1913	9.6174	9.52914	9.73847	10.1553	10.68	9.70298	9.09393	8.9684	9.31402	10.4269	11.162	10.758
sp|Q15165|PON2_HUMAN	9.4713	10.0748	9.99583	10.2159	10.1766	10.2419	9.86981	9.93819	9.86612	10.1495	9.45298	10.0951	9.56256	9.3344	9.73532	10.3127	10.4358	9.94561	10.6612	10.4643	9.49342	9.81436	10.1254	9.8775	10.0544	10.2949	9.68587	9.95522	10.1266	10.5723
sp|Q15172|2A5A_HUMAN	9.78018	9.73459	9.35431	9.52504	9.45252	9.3911	10.4947	11.3368	10.5404	10.3904	9.36242	9.49382	10.0384	10.1772	11.3727	9.7642	10.0221	9.7882	9.99191	9.98913	10.3555	10.322	10.2613	9.62314	9.13868	9.82463	10.7906	10.4509	9.35191	9.88145
sp|Q15173|2A5B_HUMAN	12.0201	11.7981	10.7196	10.1701	9.72032	9.50764	10.4743	9.83318	7.86045	7.89624	9.86653	9.08348	10.0016	10.6228	10.8662	9.44537	10.2993	9.67169	10.0177	10.1251	10.4383	11.2971	10.3806	10.1663	9.23102	10.0027	9.66974	9.71753	8.91872	10.1779
sp|Q15181|IPYR_HUMAN	9.92525	10.424	10.2584	10.5708	9.70795	10.231	10.2191	10.4094	9.07111	9.18285	10.211	9.1406	10.4579	9.88335	9.64188	9.88894	10.1807	10.6652	10.4379	9.49253	10.601	9.92954	10.2415	10.3989	9.72503	9.75818	10.6485	9.91004	9.20579	9.58143
sp|Q15185|TEBP_HUMAN	9.16549	9.46856	9.5293	9.65514	10.3308	10.2978	10.0229	9.83751	10.6751	11.0174	9.87157	9.89595	9.86583	10.3282	9.88063	10.0166	10.2001	9.98484	10.3367	9.6196	9.36442	9.7563	9.65888	9.40038	10.0771	9.525	9.61089	10.481	11.384	10.7421
sp|Q15208|STK38_HUMAN	10.1955	9.80991	10.3088	10.1299	10.4142	9.7208	9.05065	9.97821	10.2357	10.1564	10.2107	10.0362	10.6639	9.73852	11.4466	9.90086	9.60336	8.91644	9.61406	9.86935	10.3563	8.90724	10.4015	9.87607	10.3124	9.82408	9.87601	9.88657	10.4174	10.1424
sp|Q15233|NONO_HUMAN	10.0223	10.2748	9.5601	9.89281	9.9194	10.0786	9.60032	9.45583	10.6821	10.5136	10.0872	11.4837	9.67592	9.71243	9.90214	9.87636	9.83858	9.29699	10.2068	9.91983	9.88116	9.58268	10.1443	9.42613	10.4604	10.3062	9.87651	9.37521	10.6805	10.2669
sp|Q15257|PTPA_HUMAN	10.0588	10.063	9.45121	9.7957	9.90882	9.21694	10.0847	10.7491	10.1254	10.5464	9.3578	9.80787	10.1107	9.98411	10.5988	10.0814	9.72742	9.83633	10.2415	10.2542	10.9213	9.861	9.83679	9.38902	8.53962	10.2407	11.7931	10.0117	9.10469	10.302
sp|Q15262-3|PTPRK_HUMAN	7.97348	7.81155	8.29395	9.59414	10.2138	10.0539	8.04023	8.76754	14.7366	14.5149	9.2834	9.76447	9.9186	10.0695	10.3785	10.8182	8.89513	8.62152	11.3924	10.8584	8.86995	9.33423	10.0503	9.45562	10.3247	10.7503	8.07362	8.76231	12.6676	11.7113
sp|Q15269|PWP2_HUMAN	9.17821	11.3187	9.16508	12.0809	9.72412	10.0244	9.0409	9.85892	9.12022	10.4885	9.51808	10.5549	9.14856	10.3347	9.78954	10.4819	9.48356	10.7561	9.77927	10.1534	9.64651	9.35392	10.0349	9.51681	9.65751	10.1347	10.792	10.2671	9.80483	10.7917
sp|Q15274|NADC_HUMAN	8.7228	8.48121	8.51198	9.09499	9.372	9.87939	10.5742	11.109	11.974	12.2804	9.87766	9.47022	9.66738	9.97988	8.99239	10.0043	10.3298	10.5081	10.6405	10.5297	9.15058	9.48076	9.5768	8.89623	9.40005	9.9689	10.495	11.2855	10.7797	10.9665
sp|Q15276|RABE1_HUMAN	9.43806	10.8426	10.6494	10.6006	10.4973	9.89447	10.0929	10.0401	9.0483	8.89626	10.0544	10.2356	9.81967	10.1751	9.67253	10.2615	9.79226	10.4717	9.44108	10.0763	9.6656	9.5512	10.2039	10.1426	9.69638	9.63871	10.217	10.4761	10.329	10.0794
sp|Q15286|RAB35_HUMAN	9.90688	10.0209	9.95898	9.26432	9.62268	9.76402	10.0881	9.75532	11.0551	10.5637	9.21631	9.82045	9.04217	10.8402	9.41718	11.2708	9.2685	10.856	9.17445	11.0939	9.24531	9.83371	10.0854	9.31159	10.3009	9.9239	9.39998	9.76571	11.0838	11.0497
sp|Q15287|RNPS1_HUMAN	10.3366	8.75949	9.94684	9.67194	10.3595	10.3917	9.96852	9.17339	11.2671	10.1249	9.16579	10.5551	7.96789	11.7669	9.17978	12.2238	7.49684	11.8698	8.72101	11.0531	9.44473	9.97066	9.06186	9.09572	9.73588	10.137	9.80654	10.7877	10.9218	11.0381
sp|Q15291|RBBP5_HUMAN	8.25874	10.637	8.21165	10.3734	9.40807	11.376	8.65323	10.2341	10.5157	12.3321	10.4412	10.0263	10.3789	10.3468	9.58792	9.99038	9.22306	10.2778	10.399	9.32864	9.07064	9.77474	9.93423	9.66869	9.87387	10.0296	9.59752	10.3295	10.7259	10.9953
sp|Q15293|RCN1_HUMAN	8.3117	8.61604	8.98942	11.0704	13.8052	10.9031	10.0775	8.91518	9.43984	9.87156	8.46199	9.59485	11.0877	10.9681	10.4381	10.8557	9.95454	10.514	9.44722	8.67787	9.62079	9.33084	9.59807	9.39942	9.7993	10.1488	11.8418	11.049	9.39789	9.81405
sp|Q15311|RBP1_HUMAN	9.40019	9.75661	9.9301	9.29943	9.61359	10.3152	10.005	9.37638	11.1979	11.1055	9.17831	11.5399	9.53614	9.47304	9.62747	9.36191	9.65047	10.1706	10.9125	10.5497	9.23018	9.86598	9.22823	10.2973	9.09679	9.98829	9.7381	9.33641	11.5422	11.6764
sp|Q15327|ANKR1_HUMAN	12.5199	15.4193	14.9984	13.5254	9.62277	9.26775	7.9195	6.2371	5.10523	5.38472	13.964	13.3052	11.3059	7.52473	9.6575	7.52996	12.3324	11.0082	6.09211	7.28004	10.863	8.65367	12.0036	13.896	8.27543	8.88893	14.026	9.77497	6.95886	6.65957
sp|Q15334|L2GL1_HUMAN	9.46491	9.37241	9.36748	9.45013	9.94176	9.42373	10.1493	9.8744	12.112	10.8439	10.0117	10.3577	9.26798	9.94919	9.74272	9.89526	9.79111	9.81595	10.6848	10.4837	9.64865	9.55188	9.60843	10.0925	9.07762	9.52905	9.61634	10.5669	10.6953	11.6133
sp|Q15349-2|KS6A2_HUMAN	10.3134	9.59052	10.2811	9.95745	10.2571	9.55596	10.925	10.4567	9.19247	9.47025	9.13589	10.4054	10.0714	10.6755	11.1047	9.66035	10.2256	9.56952	9.43977	9.71193	10.1192	10.1728	10.1115	10.6439	10.0811	10.0977	9.58018	9.92657	9.54944	9.71763
sp|Q15363|TMED2_HUMAN	10.0781	8.96495	9.97378	10.1109	11.1716	9.59975	9.98898	10.6628	9.74501	9.70418	9.45747	10.2319	9.6047	10.1015	11.8303	10.0006	9.84219	8.88085	10.3341	9.71642	9.73747	9.81394	10.5051	9.52316	10.6152	10.3464	9.63011	9.95962	9.33452	10.5345
sp|Q15365|PCBP1_HUMAN	10.6468	10.2949	10.7205	10.3945	9.61913	9.88679	9.96326	10.0897	9.20877	9.17567	10.871	9.67019	11.008	10.7047	9.78195	9.23661	9.92349	9.93388	10.0544	8.81576	10.6143	10.5407	10.5223	10.017	10.4202	10.0401	9.4304	9.41058	9.26014	9.74428
sp|Q15366-2|PCBP2_HUMAN	10.341	9.81091	10.3118	10.1078	9.9507	9.89463	9.96039	9.74762	10.1602	9.71496	10.5575	9.89808	10.7518	9.62344	9.49944	9.94659	10.4305	9.65331	10.186	9.45325	10.5366	10.436	10.3909	9.8279	10.436	10.2355	8.99342	9.44126	9.48424	10.2182
sp|Q15369|ELOC_HUMAN	10.7445	9.75215	11.2567	11.4218	10.2691	9.95411	10.0214	9.34112	8.53059	8.70848	8.34318	9.83845	11.3084	10.854	8.57224	11.8059	8.78848	10.7792	8.54427	11.166	10.2924	10.7343	10.9483	10.7934	9.5486	10.211	9.66661	9.76558	8.30095	9.73884
sp|Q15370|ELOB_HUMAN	10.2383	10.6271	9.90391	11.2474	11.3435	9.64935	10.3629	9.11138	9.1088	8.40744	9.57409	9.4814	11.018	10.0624	8.79703	10.5621	9.73275	10.5946	9.8521	10.3256	10.4077	11.0016	9.11234	10.17	9.30653	9.35924	12.1336	10.6041	9.88487	8.02009
sp|Q15375|EPHA7_HUMAN	9.35504	11.2585	8.53703	8.86898	9.00181	9.06595	12.0946	10.9114	10.1848	10.7218	10.398	9.82419	9.41245	8.63163	9.66697	9.44615	11.4744	10.6681	11.1173	9.36079	8.41134	8.75411	8.52477	9.0194	8.78886	8.39391	12.8521	12.9679	11.2876	10.9999
sp|Q15382|RHEB_HUMAN	10.2241	10.324	10.1588	10.9582	9.62437	8.91628	11.3092	10.534	8.69819	9.25291	9.82626	10.1747	10.7782	9.82671	10.5945	9.65172	10.9262	9.54569	9.42838	9.24764	9.13875	9.00059	10.8061	9.73011	9.92662	9.28612	10.6348	10.9188	10.4952	10.0629
sp|Q15386|UBE3C_HUMAN	9.92987	8.98078	9.79989	9.57659	11.0257	9.52217	10.2693	10.2368	10.4052	10.2537	8.8399	9.75511	10.0042	10.0614	11.5974	10.1026	10.3153	9.48523	9.75882	10.0799	10.7283	10.1278	9.485	9.61646	10.1374	9.69463	10.4024	9.95241	10.0525	9.80302
sp|Q15388|TOM20_HUMAN	9.32881	10.6769	11.0587	10.2249	10.7164	9.7529	9.49856	9.23166	9.8043	9.70684	9.62896	10.9	10.4114	9.53407	9.12272	9.31023	9.49473	11.2321	10.2082	10.1576	9.72394	8.95054	8.80381	9.03607	9.10806	10.4736	10.9838	12.51	10.2778	10.1324
sp|Q15392|DHC24_HUMAN	6.55619	6.7146	9.39562	7.76021	15.5714	11.9428	9.7677	8.6784	12.01	11.6031	8.63832	9.71051	10.3195	8.81823	12.2885	11.591	9.00453	8.1072	10.7896	10.7327	5.29496	4.92689	7.24528	7.08602	15.4638	14.0703	10.6363	9.86051	11.99	13.4259
sp|Q15393|SF3B3_HUMAN	10.1009	9.77561	9.65735	9.7082	10.0242	9.68273	9.39999	10.3407	10.5201	10.7903	9.94151	10.1041	10.3369	9.8247	10.6706	9.96203	9.52026	9.30134	9.9999	10.3386	9.87179	10.0323	10.5565	9.96848	9.9519	9.72111	9.45125	9.85509	10.3312	10.2604
sp|Q15397|K0020_HUMAN	9.4377	11.0945	9.98627	10.3447	10.3405	9.53629	9.66536	9.92134	10.1255	9.54781	10.3267	10.2818	10.152	9.46512	10.0277	10.1755	9.96772	9.761	10.0043	9.83816	10.1575	9.3784	10.5241	9.91795	8.78799	9.60941	11.41	10.8091	9.84864	9.55688
sp|Q15404|RSU1_HUMAN	10.1607	9.69184	10.3253	9.73405	9.62031	9.49766	10.6021	9.70758	10.7161	9.94429	10.3495	10.0534	9.95353	10.345	9.62849	9.86345	9.73627	10.4341	9.81866	9.81771	11.4753	9.47205	9.35034	9.73953	8.64057	10.4866	12.3596	9.85691	9.09757	9.52153
sp|Q15417|CNN3_HUMAN	12.1543	11.1609	12.9154	11.7511	9.71267	9.55881	7.71604	6.56535	9.59473	8.87078	11.0751	10.7839	11.706	10.4528	9.80712	9.61701	9.48583	9.14283	9.38842	8.54101	10.0116	8.92607	10.0485	10.5292	10.7654	10.4412	8.96792	8.17334	11.286	10.8508
sp|Q15418-2|KS6A1_HUMAN	10.6665	9.89394	9.98601	9.63898	9.69703	9.87601	10.8465	10.3157	9.58975	9.48959	10.2265	9.80421	10.022	9.21962	9.56734	10.7261	10.6032	10.0048	9.87493	9.9513	9.94085	10.3551	10.1167	10.1653	9.56369	9.66183	10.0515	10.1393	10.0808	9.92491
sp|Q15424-3|SAFB1_HUMAN	9.50349	10.4321	8.84977	10.1569	9.39391	10.4967	9.86606	10.1475	10.1472	11.0064	9.98688	9.55327	9.52904	9.97863	9.41674	9.97502	10.2314	10.4469	10.647	10.2352	10.0383	10.4526	10.5633	9.91032	9.67056	9.34931	9.35464	9.62399	10.6098	10.4272
sp|Q15427|SF3B4_HUMAN	8.87167	10.2019	7.57649	9.40914	10.0706	10.8725	10.0045	10.1388	11.3186	11.5357	10.1955	10.6609	8.89367	9.17931	9.65706	9.81548	9.53123	9.81773	12.2657	9.98345	9.6576	9.93018	8.04132	9.35931	9.2839	10.2795	10.286	10.9412	11.7842	10.4368
sp|Q15428|SF3A2_HUMAN	9.35103	9.96902	9.38814	9.77809	9.93045	9.84023	10.0029	9.74644	10.8658	11.1279	9.81429	10.118	10.2668	9.55034	9.69768	9.71852	9.94879	9.78692	10.6186	10.4801	10.3042	9.33423	9.49418	9.0954	8.92048	9.97712	12.3098	10.607	10.3592	9.59846
sp|Q15435|PP1R7_HUMAN	9.97099	10.0355	10.1951	9.64134	9.97133	9.48278	10.2366	9.68393	10.7442	10.0383	9.81901	9.76331	9.25518	9.4689	9.87847	10.1585	10.2306	10.0068	10.7901	10.6292	9.67847	9.97286	9.53965	9.60733	9.3411	9.49296	10.2092	10.7387	10.8709	10.5488
sp|Q15436|SC23A_HUMAN	10.435	10.2712	10.3347	10.0319	10.3172	9.98142	9.94165	9.80461	9.51156	9.37071	10.3318	9.7177	10.2938	9.71141	10.2617	10.1905	9.92869	10.0068	9.58135	9.97622	10.035	10.0557	10.1873	9.57086	10.449	9.81077	9.70569	9.86961	10.62	9.69614
sp|Q15437|SC23B_HUMAN	10.3996	11.0282	11.0135	10.628	10.1426	10.1928	9.83538	8.91087	9.06361	8.78546	10.6303	11.0557	10.4871	10.3856	10.998	10.9851	9.59739	8.61671	8.56078	8.68339	10.2707	10.8068	10.2217	10.1006	10.2233	9.56029	10.156	9.66442	10.0172	8.979
sp|Q15459|SF3A1_HUMAN	9.62928	9.66454	8.88499	9.86785	9.86967	10.1411	10.2288	10.258	10.7314	10.7244	10.0324	10.2765	9.48862	9.98207	9.36925	10.1037	9.78168	10.2874	10.5575	10.1208	9.89541	10.1454	10.2177	9.81216	9.52794	9.88312	9.69947	9.98566	10.3311	10.5021
sp|Q15477|SKIV2_HUMAN	9.58453	9.46819	9.37999	9.68425	10.5403	9.57139	10.302	10.4708	10.5206	10.4779	9.68389	10.2136	10.0953	9.92392	10.6238	10.0576	10.0746	9.48538	9.70622	10.1356	9.99001	9.94843	9.84373	9.73329	9.73094	9.73113	10.5681	10.331	9.92667	10.1967
sp|Q15493|RGN_HUMAN	9.72663	10.6905	8.75763	9.54722	9.77209	10.6598	9.9703	10.4778	10.6387	9.75937	9.50299	9.46534	9.25128	10.3238	9.33666	10.0388	10.8158	10.1488	10.5003	10.6162	10.2609	9.85907	10.5695	9.51881	10.3406	10.5747	9.00942	9.17172	10.4211	10.2741
