'Erl','Lap','Sor','Sun','GSE12260.txt','GSE42177.txt','GSE81448.txt','GSE76314','GSE40289'
-0.18233,0.090033,-0.2371,-0.060852,-0.0759,-0.0057771,0.114,0.13708,0.38521
-0.27125,-0.18175,-0.73817,-0.61682,-0.247,0.19188,0.034,-0.056639,0.052419
-0.053914,0.0043574,-0.15993,0.11037,0.118,0.20959,-0.104,0.26474,-0.51861
-0.057978,-0.078858,0.35441,0.28654,-0.0132,0.077834,0.142,0.10909,-0.28032
-0.20613,-0.17375,-0.71784,-0.33888,0.106,-0.020911,-0.25,0.055282,0.3193
0.041658,-0.07343,0.23199,-0.8318,-0.126,0.32001,-0.042,-0.21498,-0.50487
-0.29476,-0.15085,0.069358,0.051081,-0.0693,-0.35566,0.052,-0.052699,-0.1273
-0.03031,-0.1592,0.12283,0.33724,0.0644,0.058787,0.034,-0.20749,-1.01
-0.044281,0.02642,0.98202,0.0029007,-0.0113,0.20438,-0.058,-0.78666,-0.075791
-0.14303,-0.049434,0.31656,-0.022836,0.237,-0.062598,-0.1,-1.202,-0.47557
0.073059,-0.10924,0.0072387,0.31145,-0.0265,-0.37021,-0.128,-0.57991,-1.7879
-0.2111,0.87156,0.99761,0.33571,-0.0746,-0.034239,-0.068,-4.3639,-0.59813
-0.055991,-0.1134,0.42255,0.11935,-0.596,0.20607,-0.73,3.0533,-0.11534
-0.18271,-0.026055,0.70239,-0.12223,-0.268,-0.22091,-0.182,0.39481,-0.65066
0.077307,0.4906,-0.13296,-0.093891,0.042,0.27765,-0.062,0.57506,-0.23807
-0.037942,-0.021115,0.016631,0.26367,-0.154,-0.24348,-0.012,0.097074,-1.0443
-0.011315,0.21415,-0.04408,0.57629,-0.365,0.54501,-0.072,0.040862,0.45222
-0.057977,0.063361,-0.75759,0.11874,-0.12,0.42669,0.06,-0.12838,-0.062897
0.015216,0.8348,-0.10996,0.43685,-0.127,0.16459,0.036,0.057585,0.3123
0.12962,0.16634,0.49249,0.61048,-0.201,-0.27254,-0.116,-0.10062,-1.2964
0.12377,0.24136,0.1489,0.15065,-0.0902,0.11143,-0.03,-0.73803,-0.26313
0.10283,0.16267,0.56247,0.54978,-0.0902,-0.2803,-0.044,-0.34751,0.13047
-0.25623,-0.1778,-0.44342,-0.67788,0.0335,-0.27613,-0.122,0.14561,-0.22226
-0.12645,-0.077772,-0.22131,-0.15857,0.031,-0.36587,0.06,0.1059,0.66248
-0.44379,-0.42533,-0.37081,-0.84046,0.0832,0.52091,0.068,1.1038,0.044492
0.048867,0.091497,0.11387,0.34061,-0.248,0.085115,-0.234,-0.05988,-0.099273
-0.069694,0.035641,-0.383,0.098499,-0.0737,0.044504,0.032,0.035272,-0.10282
0.16601,0.0040315,0.36994,0.13933,0.646,0.10868,-0.156,0.36,0.58358
0.10876,-0.10936,0.25017,0.16008,0.00585,0.20413,0.06,0.089411,0.45925
-0.013009,-0.0094867,-0.11122,-0.050645,-0.00418,-0.16749,0.074,-0.24272,-0.69217
0.02781,-0.053675,-0.24826,0.14954,-0.0781,0.29668,0.168,0.20104,0.10644
0.0091139,0.14462,-0.14421,0.11033,-0.257,0.3565,-0.068,-0.15386,-1.0032
-0.1699,-0.0051088,0.37792,-0.061309,-0.137,0.28139,-0.01,0.158,0.56106
-0.21671,-0.12232,-0.22228,-0.050617,-0.0882,0.21256,-0.006,0.050414,-0.086711
0.032507,-0.22452,-0.012026,0.18699,-0.0433,0.47664,1.78E-15,-0.11927,-0.32514
0.076501,-0.011398,-0.41262,-0.46656,-0.0576,0.20321,0.106,-0.17538,-0.12611
0.035317,0.074604,-0.20663,0.24982,-0.0676,0.12934,-0.1,-0.10506,-0.37536
0.059209,0.10571,-0.42058,-0.38229,-0.0809,0.45167,0.258,-0.20328,-0.3692
0.19314,0.34635,0.37334,-0.24251,0.0186,0.11721,0.094,-0.11246,0.35938
-0.17158,-0.28663,-0.44542,-0.60554,0.055,0.24951,-0.078,-0.15776,-0.43845
-0.020532,-0.16421,0.43325,-0.089414,0.0898,0.05141,0.036,0.029455,-0.19845
0.39694,0.88555,0.52773,0.47993,-0.149,0.30886,0.146,-0.0244,0.50996
-0.10056,-0.15356,0.015637,-0.13541,-0.0594,0.44023,0.086,0.2288,0.16354
0.13581,-0.046609,-0.63396,-0.1435,-0.17,0.086258,-0.072,-0.26847,-0.15907
-0.055635,0.031085,-0.37791,0.46529,0.201,0.012203,0.016,0.72779,0.57042
0.088128,0.16722,-0.25202,0.3069,-0.096,-0.57284,-0.086,0.17514,0.1625
0.13091,0.46204,1.1879,-0.23806,0.173,-0.71867,0.036,0.075249,0.66832
0.011186,-0.24349,0.16471,0.41549,0.157,-0.3588,-0.074,-0.01728,-0.53701
0.12159,0.1178,0.33058,0.25215,-0.173,-0.014176,-0.062,0.11932,0.43824
0.018555,0.022509,-0.098916,0.15337,-0.0744,0.56939,-0.188,-0.074158,-0.4287
-0.15686,-0.081622,-0.3764,-0.096655,-0.149,0.061161,-0.048,0.08186,-0.48189
0.12661,-0.77512,-0.54684,-1.1026,0.312,0.2143,0.02,0.10331,0.13882
-0.22924,-0.058859,0.86469,-0.026871,-0.0738,0.13271,0.044,-0.03458,0.3146
0.53729,-0.024551,-0.088007,-0.62076,-0.265,0.096937,0.104,-0.12535,-0.21408
0.15253,1.0625E-06,0.45394,0.026583,0.0673,-0.54277,-0.044,0.030338,-0.24288
0.12629,-0.017263,-0.18366,-0.50898,-0.186,0.10624,0.044,-0.010077,-0.37205
0.029241,-0.035677,-0.83488,-0.041148,0.00569,-0.037159,-0.038,-1.439,-0.19626
0.13131,0.032938,-0.070015,-0.16379,0.0928,0.22377,-0.302,0.07452,-1.3197
0.15323,0.14838,0.51533,0.39592,-0.338,0.17815,0.032,-0.36644,-0.12433
-0.23064,-0.14979,-0.16226,0.15932,0.0701,0.14064,-0.03,-0.53272,0.34052
-0.16907,-0.072743,-0.31447,-0.25368,-0.128,0.17604,0.116,0.53999,-0.85189
0.055488,-0.15272,1.1251,-1.4149,0.13,0.31937,-0.022,0.79036,0.93179
0.44651,0.42955,1.0835,0.358,-0.427,0.064789,-0.12,0.73477,-0.18329
0.59655,0.12054,0.14448,-0.36634,0.0296,-0.14918,-0.066,0.26655,-0.026767
-0.18409,-0.089785,0.24786,0.13603,-0.0438,0.23858,-0.046,-0.28776,-0.079019
-0.043251,-0.065709,-0.51828,-0.22907,0.184,0.30604,0.114,-0.10675,-0.571
0.34525,0.15763,0.44016,0.35681,0.0387,0.013646,-0.134,0.71267,0.11419
0.047069,0.08364,0.37368,-0.22912,0.0633,0.13138,-0.096,0.23936,-0.2555
0.20854,0.2293,-0.37007,-0.1129,0.236,-0.3243,-0.1,-1.1271,1.2318
0.11883,0.046964,1.35,0.075968,-0.0788,-0.36931,0.052,-0.068037,0.1961
0.061763,0.30731,0.69858,0.67207,0.114,-0.29447,-0.022,0.10154,0.13232
0.04266,-0.06773,-0.08944,-0.051688,-0.0809,-0.61511,-0.074,-0.44772,-1.0165
-0.09698,-0.14363,-0.39089,-0.19253,-0.27,-0.32761,-0.018,-0.20622,-1.3739
-0.14079,0.0996,0.08748,-0.77892,0.0671,-0.35539,0.09,0.26599,0.48954
0.17465,0.19656,0.37892,0.38327,-0.0989,0.24489,0.098,-0.057532,-0.031988
-0.41299,-0.097471,0.23559,0.26334,-0.0702,0.016233,-0.066,0.19635,0.4613
-0.093361,-0.062051,-0.35653,-0.53599,-0.126,0.14777,-0.032,-0.15896,-0.82917
0.098002,0.11119,-0.662,0.09091,0.112,-0.15115,-0.026,0.055795,0.73994
0.04527,0.15659,1.1597,0.16612,0.106,-0.31971,-0.152,-0.11395,-0.97623
-0.34712,-0.12239,-0.093045,-0.29979,-0.0775,-0.10016,0.124,-0.11296,-0.0051685
0.09796,0.028685,0.22673,-0.12491,-0.0873,0.23252,0.204,0.099069,0.56686
-0.45125,-0.95412,-0.11385,-1.2422,0.0909,-0.067316,0.014,0.18357,-1.4012
-0.21418,0.12595,0.82538,0.28085,-0.129,0.11818,0.412,0.055387,1.3115
-0.10138,-0.17341,0.26513,-0.021447,-0.125,-0.00017934,-0.01,0.14911,0.13455
0.40531,0.35848,2.038,0.58206,0.0702,0.34594,0.066,-0.080558,0.22364
0.11313,0.12622,0.32474,0.19758,-0.688,-0.40554,-0.054,0.093737,-1.0332
0.21054,-0.17063,-0.40807,0.44956,0.209,0.050356,-0.08,0.24451,0.14766
-0.098472,-0.32611,-1.0293,-0.87224,0.746,-0.52264,-8.88E-16,-0.21406,2.019
0.022202,-0.014784,-0.21608,0.16239,-0.322,0.38805,0.34,0.52641,0.050064
-0.33951,-0.61172,-0.39379,0.10344,0.0216,0.23797,-0.084,0.36596,-0.50794
-0.18853,-0.12863,-0.59012,-0.54064,-0.183,0.056274,0.168,0.17824,0.78972
-0.039936,0.1183,0.47096,-0.025947,-0.131,0.037192,-0.088,-0.036368,-1.3376
-0.22817,0.084875,-0.093849,0.044589,0.0614,0.65391,-0.092,0.34531,-0.64148
-0.052609,0.0024116,-0.56421,0.58773,1.82,-0.32715,0.028,0.3301,1.3119
0.017753,0.47747,-0.53865,-1.5334,0.24,0.22783,-0.29,0.37208,0.24166
-0.057878,-0.071918,0.216,-0.50831,0.157,-1.1488,-0.142,0.12023,-0.70807
0.21784,0.3207,0.63346,-0.27632,-0.145,-0.99128,-0.084,0.50517,0.42126
0.35958,0.21008,0.91548,0.16291,0.101,-0.058064,0.032,0.22657,0.32662
-0.045373,0.25657,-0.069369,-0.16045,0.0661,-0.1117,-0.062,-0.11632,-0.0052103
-0.6572,-0.14635,-0.64046,-1.0031,-0.0413,0.081079,-0.116,-0.13369,0.075564
0.12072,0.13163,0.062287,0.06513,0.197,-0.96117,-0.052,-0.18784,0.091826
0.13497,0.20015,-0.04713,0.20533,-0.142,-0.13057,-0.068,-0.30143,0.6848
-0.30696,0.085213,-0.24659,-0.53362,0.199,-0.61419,0.152,-0.19425,-0.32216
-0.1176,0.042069,0.48078,0.20142,-0.14,-0.25292,0.258,0.306,0.5942
-0.27164,-0.25941,0.012773,-0.098979,0.0611,0.138,-0.208,0.116,-1.8818
0.14771,0.12822,0.63972,0.17818,0.292,-0.31461,-0.108,-0.3767,0.19302
-0.51678,-0.32868,-0.13839,-1.0177,0.135,-0.73584,-0.134,-0.21998,-0.37586
-0.13442,-0.011768,-0.41375,-0.60886,-0.268,-0.28189,-0.028,-0.11536,0.46164
-0.1703,0.028774,0.39918,-0.38603,0.0922,-0.10986,0.002,-0.013023,0.18282
-0.088583,0.045155,0.27287,0.19956,-0.107,-0.38566,-0.046,-0.23339,-0.3051
-0.4021,-0.11786,-0.012096,0.090195,0.0797,0.50368,0.066,0.47555,0.52504
0.19546,0.17232,-0.3107,-0.14699,-0.171,-0.6149,-0.052,0.22702,-0.056502
-0.030979,0.059265,0.35125,0.31868,-0.0754,-0.22545,0.222,0.0075399,-0.18929
-0.28206,-0.22206,-0.87725,-0.59955,0.245,-0.23991,-0.082,-0.0049093,0.74054
0.23838,0.30537,0.43022,0.51708,-0.185,0.25266,0.052,0.10587,0.51934
0.015858,0.042765,0.039927,0.26627,-0.326,0.039334,0.076,0.23365,-0.12532
0.44138,0.045307,1.2737,0.62206,-0.0408,-0.0092587,0.1,0.30997,1.0374
0.067367,0.083229,-0.01801,0.3059,-0.172,-0.056435,-0.07,-0.24403,1.1235
0.18116,0.089776,-1.0622,0.087733,-0.239,-0.010391,0.028,-0.41717,0.11776
-0.27749,-0.14046,-0.27543,-0.35329,0.132,-0.032347,-0.228,-0.64925,-0.59567
1.0324,-0.075183,2.5849,0.62735,-0.132,0.36021,-0.136,-0.52994,-0.35679
-0.65889,0.018438,-1.0441,-0.37043,-0.0909,0.1222,-0.2,-0.58324,-1.6866
0.0016426,0.049072,0.73418,0.36835,1.04,-0.055488,0.146,0.12744,1.0034
-0.38931,-0.52181,0.21351,-0.10979,0.211,-0.68291,0.184,0.40323,0.38838
0.19314,0.19933,-0.012385,-0.19415,-0.149,0.13262,0.07,-0.40244,0.50327
0.019445,0.14998,-0.51907,-0.78424,-0.183,-0.090977,0.056,-0.0097808,-0.17045
1.1441,-0.044087,2.2283,0.11428,0.104,-0.34838,0.05,-0.1539,-0.24098
-0.049972,-0.11364,-0.78102,-0.42011,-0.231,-0.21813,-0.06,-0.091973,-0.45184
0.12209,0.028671,0.21947,0.59493,0.0165,-0.74525,-0.044,0.71727,0.5806
-0.098041,-0.07872,-0.0019763,-0.004891,0.119,-0.14645,0.062,0.48643,0.11768
0.48647,0.26354,-0.097863,-0.021078,-0.0344,-0.30558,0.004,0.32754,-2.3615
0.019143,-0.1989,-0.46471,0.4397,-0.449,0.42472,-0.024,-0.070581,0.31018
0.1472,0.36826,-0.29497,-0.085578,-0.347,0.11505,0.142,-0.037148,1.3412
-0.13345,-0.096712,-0.041189,0.13769,0.0914,-0.53841,0,0.14952,0.47362
-0.20963,-0.27169,-0.47023,-0.82861,0.204,-0.77015,-0.046,-0.29593,0.29594
-0.068186,0.1699,0.11766,0.57578,-0.0369,-0.36233,-0.072,-0.11068,-0.59201
-0.0267,-0.11632,-0.13506,0.27539,0.192,-0.35165,0.036,1.232,-0.9412
-0.28234,0.04177,0.15249,0.33535,0.012,0.2644,0.032,-0.15579,-0.29478
0.02839,-0.22456,-0.45364,0.11274,-0.238,0.12422,0.14,-0.30899,-0.35562
0.4182,0.42747,0.66449,1.0297,0.0538,0.16754,-0.246,0.12698,-0.31097
0.012125,0.094071,-0.38192,-0.38624,-0.0919,0.23678,-0.28,-0.054271,-2.1856
0.09327,-0.044574,-0.21712,0.22608,-0.034,-0.016772,-0.214,0.4601,-0.23475
0.0094283,-0.069265,0.47405,-0.12385,0.282,-0.68727,0.07,-1.6276,0.22162
0.11255,0.090019,0.99563,0.36265,0.0768,0.1466,-0.006,-1.9345,0.28311
-0.17997,1.0302,-0.74304,-0.27688,-0.184,0.045793,0.152,-0.034553,0.25968
-0.018806,0.16143,1.1808,0.77422,0.0392,0.0085669,-0.076,-0.0022969,0.42023
0.30174,0.31003,0.0514,0.74369,0.0644,0.30129,0.088,-0.42932,0.68827
0.14059,0.07462,0.3067,0.2082,0.00271,0.13562,0.1,-1.5074,0.13829
0.031427,-0.17964,0.25954,0.074257,0.0526,0.046871,0.32,-0.0023546,1.0993
0.20041,0.33871,0.62563,-0.21146,-0.186,0.072996,-0.078,-0.82322,-0.29838
0.16995,0.049342,0.12926,-0.21667,0.0263,0.20349,-0.056,-0.42357,0.084314
-0.048132,0.31213,0.47387,0.25243,-0.0351,-0.073227,-0.04,0.3573,0.17188
0.2038,0.2742,-0.27789,0.035312,-0.175,0.095882,0.086,-0.18682,-0.09007
0.024974,0.3699,0.66132,0.53973,0.0803,-0.3013,0.076,-1.5632,0.88618
0.20077,0.18867,-0.1958,0.27549,0.0266,-0.10409,0.014,0.26854,0.13677
0.28222,0.41747,0.3629,0.056136,-0.0911,-0.32078,-0.078,0.18731,-1.219
0.14816,0.28557,-0.11806,-0.19433,0.0875,-2.2321,0.034,0.029824,0.26744
0.089277,0.048607,-0.024548,0.30367,0.127,0.28069,0.014,0.34721,-0.5086
-0.061935,-0.18885,-0.56219,-0.5032,0.649,-0.60579,0.18,-0.0061263,-0.27564
-0.7256,-0.86836,-0.17764,-1.242,-0.154,0.16157,0.14,0.62382,-0.10873
-0.67883,-1.009,-0.90951,-2.512,0.0152,0.028874,-0.088,-1.9482,-0.52275
0.18215,0.37159,0.29827,-0.0075984,-0.225,-0.18902,0.086,0.019074,0.23345
-0.23098,-0.17936,1.5983,-0.27633,0.606,-1.2879,-0.04,0.44746,-0.51394
0.12655,0.039159,-0.068041,-0.48883,-0.179,-0.0194,-0.026,-0.095214,0.1331
0.25322,0.47967,0.23585,0.44803,0.139,0.27457,-0.274,0.15063,-0.51256
-0.24101,-0.22375,1.2955,0.056287,-0.0175,-0.42391,-0.038,-0.43109,-0.85951
0.026771,0.13337,-0.25747,-0.032629,0.0538,-0.24424,-0.114,-0.27797,-0.49437
-0.18225,-0.16613,-0.44521,-0.30287,0.0281,-0.25036,-0.05,-0.17546,-0.85806
-0.025169,0.035391,-0.74776,-0.54155,-0.0857,-0.44156,-0.038,0.34464,-0.50961
-0.056669,1.0109,-0.36501,0.24867,0.175,0.17802,-0.086,-0.34571,-0.080492
-0.15406,0.091342,0.39186,0.025366,-0.177,0.10533,-0.144,0.15265,-0.64388
0.085661,0.17665,-0.34205,-0.39409,0.166,-0.13144,-0.076,-0.45454,-0.10075
0.21423,0.32131,0.46866,0.13355,-0.0939,-0.95044,-0.13,-0.10003,-0.87709
0.33144,0.516,0.12112,-0.41323,0.0665,-0.30734,-0.076,-0.017306,-0.12752
0.14294,-0.042917,0.39973,-0.12564,0.00656,-0.24979,0.154,0.54748,1.5253
-0.66917,-0.24318,-0.27794,-1.0058,0.0933,0.22516,0.034,0.05216,-0.73423
0.69973,0.32661,-0.080897,0.3074,-0.46,0.16361,0.038,0.77555,1.7003
-0.20078,-0.079816,-0.39828,0.080173,-0.0979,-0.67365,0.058,-3.5272,-0.069906
0.11037,0.3558,0.5331,0.33603,0.0347,0.13638,-0.024,-0.44276,0.066828
0.2174,0.28344,-0.45787,-0.21693,-0.0273,-0.44188,-0.008,-3.0738,-0.55804
0.016684,0.31017,-0.37564,0.30172,0.0198,-0.07254,0.154,0.029464,1.172
-0.086137,-0.10667,-0.17896,0.38057,-0.00387,0.33711,0.182,-0.44717,0.27673
0.34671,0.34311,0.38296,0.076997,-0.16,-0.11097,-0.13,-0.095058,-1.3574
0.12585,0.28943,0.38297,0.33824,-0.165,-0.025337,-0.082,0.18814,-0.62624
0.032271,0.10333,-0.68684,-0.72679,0.111,-0.03491,0.054,-0.20663,-0.77101
0.026682,0.2361,0.051615,-0.3588,-0.191,-0.077282,-0.072,-0.17872,-0.56296
0.15533,0.3477,-0.16639,0.64255,0.000242,0.051054,-0.066,-0.47678,-0.59476
0.051895,0.30681,-0.070423,0.017754,-0.0102,0.33734,-0.034,0.29149,-0.56172
-0.11751,0.047739,0.071296,0.059085,-0.114,-0.39753,0.098,0.073447,0.043099
0.0162,-0.11929,0.24057,0.2493,0.0605,0.088097,-0.012,0.015265,-0.31271
0.043496,0.15659,-0.21706,0.2471,0.263,0.72272,-0.028,2.2148,-1.2108
0.017831,0.24064,0.17446,0.22886,0.0261,-0.96584,0.056,0.27217,0.67517
-0.23232,-0.25344,-0.30154,-0.65531,0.0713,0.57653,-0.056,2.2107,2.033
-0.32736,-0.02791,0.9151,0.4249,-0.117,0.50958,-0.076,-0.038218,1.0975
1.8985,0.094858,3.5029,1.0215,-0.1,-0.34839,-0.068,-3.3401,-0.63351
-0.10417,-0.17887,-0.31736,-1.8054,-0.358,1.3089,0.428,0.23894,1.6589
0.12691,0.13621,-0.069809,0.37714,0.382,0.2689,0.1,-1.6308,0.65263
0.31923,0.40456,-0.020161,0.021353,-0.0702,0.1151,0.106,-2.1157,-0.18986
0.0094631,0.20514,-0.21534,0.12939,0.173,-0.27289,-0.096,-0.57987,-0.2457
0.24511,0.28474,0.2013,0.11278,0.378,-0.13679,-0.014,0.27142,-0.25384
-0.43899,-0.060376,-0.083779,0.065869,0.163,0.29319,-0.034,0.2374,0.44269
0.093491,0.15132,-0.50411,0.27434,0.111,0.0086075,0.212,0.14677,0.40136
0.20191,0.17635,0.58416,-0.18791,0.136,-0.12303,1.78E-15,-0.24413,0.84779
0.10705,0.22497,-0.14013,0.10516,-0.241,-0.58934,-0.024,0.32272,-1.0623
0.14618,0.12097,-0.29873,0.20874,0.24,-0.18608,-0.058,-0.094721,0.087632
-0.042935,0.10797,-0.12681,0.24502,-0.0266,-0.043787,-0.044,-2.73,-0.10678
0.11489,-0.34081,-0.82394,-0.81634,0.21,0.51152,-0.146,-0.60887,-0.73726
-1.2043,-0.75392,-1.7874,-2.3698,-0.364,-0.05201,-0.104,0.13728,-0.08662
-0.37587,-0.061552,0.41707,-0.43284,0.0765,-0.076682,-0.052,-0.21065,-0.30335
0.34676,0.083341,0.86869,0.10315,-0.0279,0.13128,-0.116,-0.31023,-0.14574
0.14108,0.23796,0.31975,0.15793,0.135,-0.18409,0.178,-0.51819,1.0445
0.1105,0.037217,-0.48093,-0.12067,0.0473,0.44767,-0.156,0.028937,-0.19823
-0.088603,-0.050438,-0.51176,0.064007,-0.0533,0.23676,0.046,-1.9151,-0.021558
-0.31771,-0.26541,0.40679,-0.17234,0.114,0.64098,-0.062,-0.1199,-1.6106
0.13735,0.38105,0.0679,1.0751,-0.579,0.064431,0.092,-0.34133,0.29058
-0.25379,0.15355,0.85097,0.19289,0.308,0.10688,0.028,0.73042,0.64274
-0.39969,-0.14876,-0.36803,-1.2718,0.073,-0.096831,0.048,0.15042,0.62098
-0.019676,0.0034419,0.051811,-0.49291,-0.357,0.20811,-0.014,0.26137,-1.2587
-0.073853,0.13123,-0.59571,-0.20479,-0.0381,0.045844,-0.132,-0.13146,-0.56643
0.012243,0.14431,-0.58838,-0.55828,0.267,-0.33698,0.018,0.32066,1.5128
0.038493,0.033638,-0.010446,0.31833,-0.112,0.040204,-0.02,-0.071533,0.7418
-0.066697,-0.23857,-0.64156,-0.62645,-0.187,0.042475,0.002,-1.4086,-0.93203
-0.22753,-0.33213,0.21474,-0.040738,-0.0846,-0.058896,0.108,0.16084,-0.26086
0.17248,0.12989,-0.025527,-0.21336,-0.143,0.29506,-0.222,0.17573,-0.84595
0.011323,0.079973,0.92809,-0.10492,-0.0104,0.081177,-0.02,-0.39292,-0.12372
-0.51387,-0.24909,-0.14639,0.2344,-0.338,-0.27752,-0.246,-0.21883,-0.95714
0.018785,0.23488,0.03171,0.41311,-0.329,-0.35116,-0.104,-0.21951,-0.85344
-0.66171,-0.49064,-0.99166,-0.1203,0.019,0.59192,0.05,0.52069,1.4449
-0.092904,-0.071933,-0.47388,0.08007,-0.242,0.082552,-0.088,0.086198,0.1346
0.34319,0.16308,0.55319,0.78464,0.0589,-0.43508,-0.038,-0.090062,-0.32585
-0.22207,-0.014755,-0.32672,0.080471,0.0613,0.091173,0.064,-1.2031,0.7482
0.22918,0.24424,-0.17446,-0.56746,0.116,-0.070072,-0.05,-0.67723,-0.20597
0.02481,0.17808,-0.030068,-0.23837,-0.00215,-0.16476,0.02,-3.505,-0.28424
0.0064088,0.1502,-0.044603,0.12452,-0.165,-0.31296,-0.066,-0.3131,-0.98606
-0.19465,-0.67635,-0.84516,-0.42594,0.00716,-0.24791,-0.028,0.17845,0.31254
0.18486,-0.15283,-0.72794,0.05914,-0.137,0.35422,-0.012,0.62541,0.26818
-0.25429,-0.10231,-0.35814,-0.10936,-0.012,0.20197,0.088,0,0.21604
0.12006,0.099918,-0.273,-0.2192,0.0676,0.052409,-0.038,-0.88271,2.0184
-0.13193,-0.18037,0.041287,0.15234,0.0321,0.20879,-0.644,-0.045871,-0.90829
0.12811,0.63879,0.76791,0.56159,0.109,0.22293,0.122,0.41456,1.1411
-0.040264,-0.13475,-0.86159,0.046311,-0.0703,0.022766,-0.082,0.47863,0.2163
-0.20306,-0.34843,0.54182,-0.25162,-0.0374,0.10076,-0.054,-0.8574,0.53642
-0.057554,0.035696,-0.057013,0.10969,-0.672,0.26206,0.04,0.68072,-0.088317
0.23453,-0.07275,1.2388,-0.29942,-0.178,-0.10762,0.018,-0.27236,0.25672
-0.11011,0.077344,0.68136,-0.18821,0.196,0.052549,-0.058,0.25729,0.88044
0.10016,-0.32719,0.47906,-0.33947,-0.275,0.24304,-0.046,-0.020946,-1.2158
-0.10927,1.4685,1.8241,1.9936,-0.383,0.16177,0.228,-0.1857,0.59433
0.071177,0.1558,0.12123,-0.099412,-0.153,-0.26083,0.024,0.0088036,0.19802
-0.14352,0.13349,-0.030786,-0.1246,0.00477,0.17604,0.006,-0.60774,-0.10862
0.11828,0.33501,0.75291,0.33154,-0.349,0.42006,0.068,0.050937,-0.23599
0.23335,0.38037,0.50531,-0.34487,-0.624,0.44568,-0.066,-0.45307,0.16855
0.077247,0.31328,0.29556,0.4074,-0.266,-0.43832,-0.052,-0.3503,-0.85261
0.17812,0.21204,-1.4606,0.63001,-0.265,0.26466,0.01,-0.089363,-0.065646
0.040618,-0.1681,-0.42122,-0.25513,-0.419,-0.29973,0.05,-0.46719,0.19692
0.19578,0.0899,-0.25045,-0.37964,-0.133,-0.64049,0.094,0.35414,0.44292
0.018131,-0.042505,0.40654,0.19626,-0.0161,-0.41043,0.222,-0.12714,-0.0025659
-0.5941,-0.20137,-1.2762,-0.76524,-0.0492,0.55878,0.072,0.59805,0.98514
-0.1569,-0.26823,0.31834,-0.18802,-0.011,0.36259,-0.008,0.47906,0.3706
-0.0183,-1.3522,-0.079914,-0.51431,0.00854,-0.54,-0.004,-0.28794,-0.39962
0.7118,0.5814,0.01673,1.8461,0.0329,-0.10407,0.106,0.06735,-1.7103
0.025113,-0.019998,0.20099,-0.11959,-0.00261,0.016258,-0.042,0.47142,-0.49385
0.05279,-0.22234,0.02153,0.16784,0.154,-0.52142,-0.15,0.91671,-1.6224
-0.029905,0.2465,0.51971,-0.49937,-0.311,0.026466,-0.016,0.33171,-0.31525
0.040277,-0.14682,-0.46746,-0.12084,-0.189,-0.44455,0.04,-0.24362,0.7769
-0.12745,0.22181,0.4156,-0.40761,0.366,-0.97839,-0.052,-0.23517,-1.5003
-0.14911,0.047303,0.51585,0.30121,-0.149,1.2338,-0.062,0.50405,-2.7255
0.15463,0.34834,-0.32862,0.071497,0.093,-0.23855,-0.136,-0.060593,0.18237
-0.69695,-0.16946,-1.0583,-0.43591,-0.123,-0.38908,-0.1,0.0836,-1.3579
0.017437,-0.1394,-0.98959,-0.29098,0.136,-0.07462,0.032,-0.031907,-0.15416
-0.033768,-0.062087,-0.75327,-0.55749,0.355,0.32755,0.01,0.0025772,0.94368
0.18405,0.11459,0.051295,-0.30713,0.0676,0.045351,-0.132,0.15268,-1.8947
0.070852,0.054563,0.25262,-0.39133,-0.175,-0.15143,-0.04,0.051281,-0.49317
-0.12603,-0.11778,1.4365,-0.24463,0.0342,-1.1657,-0.01,-0.37744,0.30474
0.071906,-0.078723,1.2175,-0.13816,0.227,-0.36756,-0.082,-0.98828,-1.4061
0.24881,0.28156,0.80821,0.95938,0.0986,0.58142,0.152,0.2966,1.9338
0.069074,0.075484,0.027046,0.5355,-0.0743,-0.053613,0.046,-0.046118,0.4114
-0.59032,-0.12622,0.16477,-1.721,-0.322,0.15683,0.02,0.41725,0.93574
-0.44861,-0.55607,-0.52316,-0.41489,0.215,-0.12923,0.1,0.18735,1.3733
0.17335,0.26857,0.28512,-0.21994,0.0183,-0.040142,0.248,-0.32159,1.4161
0.77529,0.62674,-1.0136,1.0117,0.232,-0.058248,0.006,0.87276,0.89309
0.01263,-0.079841,-0.31756,0.38304,-0.163,0.12864,0.104,0.43908,0.5247
-0.16363,-0.17656,0.32867,-0.024572,0.173,1.1204,-0.028,1.3538,1.8558
0.076135,-0.25117,-1.1993,-0.39771,-0.246,-0.0041335,-0.218,-0.47027,0.42614
0.039786,0.031258,0.28584,-0.61905,-0.0499,-0.12481,-0.234,-0.078663,-0.62336
-0.22715,-0.086083,0.092883,0.08868,0.0452,-0.16237,-0.182,0.0066335,-0.27947
-0.10213,-0.10818,0.58913,-0.3453,-0.227,-0.92559,0.3,-1.4577,0.5817
-0.14026,0.09429,0.35307,-0.044354,-0.0169,0.1916,0.154,-0.53963,-0.60851
-0.19366,-0.013825,0.012932,-0.20671,-0.175,0.18605,0.116,0.10375,-0.49779
0.22997,0.028423,0.42885,-0.68616,0.251,-0.20115,0.03,0.047806,0.84422
-0.18203,0.30883,0.11969,0.16801,0.0845,-0.10008,-0.064,-0.34783,-0.33253
