Erl1.24vDMSO.24_logFC,Erl3.6vDMSO.6_logFC,Erl3.24vDMSO.24_logFC,Erl3.72vDMSO.72_logFC,Erl3.168vDMSO.168_logFC,Erl10.24vDMSO.24_logFC
0.0189675768,0.2623715051,-0.2323989166,-0.4693681692,-0.511702936,-0.231105568
0.2071302095,-0.0896983059,0.3451853665,0.0727436825,0.3170215913,0.1561577264
0.424795725,-0.2654403292,0.5930342492,-0.4942547349,0.209036173,0.3318016924
0.1835794983,-0.3042579817,-0.1552532155,-0.4310703506,0.211520933,-0.0886700489
-0.3651949228,-0.0123749178,-0.0657854865,0.1120394052,-0.4679745599,-0.4508942866
0.3094213702,0.0944536655,0.2065112353,-0.0160510394,0.1410293589,0.2561748973
-0.2168962521,-0.2197905002,-0.3420571097,0.0815575257,-0.0676537371,-0.3530489798
-0.4321273094,-0.4827802432,-0.2725633557,0.555077446,-0.6089614153,-0.327078693
-0.3916912861,-0.3460321902,-0.2339808762,0.516744848,-0.2945373115,-0.5453229366
-0.0916652643,-0.1784467841,-0.2727957544,0.9183726239,-0.3325207209,-0.7013528999
0.1386032847,-0.1881354356,-0.0087050281,0.0185148983,0.2450173121,0.1766804709
-0.1023988889,0.1350282011,-0.0026791556,0.1405332539,-0.0113793845,-0.0700947387
-0.4086841648,-0.1701720389,-0.1928489031,-0.0767440828,-0.1581973879,-0.2466707034
-0.2037418835,-0.242029841,0.1715183168,0.3425081012,-0.2238968084,-0.2346530503
0.0991282791,-0.6254837947,0.0645560483,-0.0401539556,-0.1364363888,0.4790450888
-0.7050802118,-0.3732508912,-1.0972009783,1.1386515276,-0.1298909322,-0.5980417663
0.0594031202,0.0689415251,0.1236375761,-0.1006544758,-0.0365518901,0.2751672339
-0.2252857519,0.0497416345,-0.2087946027,-0.1874695119,-0.0636552899,-0.1602011032
0.2187613519,-0.1740329823,0.1167053532,-0.2389202469,-1.0064639224,0.1705515585
-0.6381514869,-0.353535167,-0.2991213771,-0.0835079602,-0.0055100726,-0.1363214421
-0.3555050861,0.0506113419,-0.056675835,0.5460616686,0.477834458,-0.0446870955
0.4397336854,0.6682394959,0.5516985579,0.2862839919,0.4628802327,0.5340851141
0.4415104037,0.0403439675,0.0787329528,0.0071428331,0.1845370543,0.1051007095
0.3388614707,-0.3061182642,0.600658581,0.4393423981,0.4789141092,0.1685038411
-0.18192896,-0.1450113626,-0.2763224932,0.2230397903,-0.096438544,-0.2397415102
-0.1402648406,-0.0171971871,0.4055646364,0.3948723841,0.2500379621,0.0358316356
-0.1386315467,-0.1988142943,-0.1815456269,0.2171725145,-0.1304507589,-0.0649766686
0.1842469696,0.2889511899,0.4038007133,-0.198161176,0.69333703,0.507636674
0.5549670002,-0.5295278991,0.2348133042,-0.7454480734,-0.9711599825,0.262065892
0.3531147993,0.1312948015,0.0236975159,0.2232719232,0.1608440005,0.0888494387
0.3230629149,-0.023233385,0.3916818285,0.25098825,0.3756738404,0.3162918997
0.2499635477,-0.0241500796,-0.0209247146,0.4609421624,0.2371373566,-0.0409317041
0.0484392692,-0.6031747461,-0.6015015912,0.0104326842,-0.5489354449,0.3309271579
-0.4536071245,0.1985469397,-0.3455295175,-0.2682218218,-0.4848167617,0.0842500207
-0.3045144627,-0.1679046446,0.0191833618,0.2290913773,0.2376037126,-0.2025896292
0.1787077168,-0.1060774134,0.0146765628,-0.2954866162,0.4204026939,0.2736796123
-0.6654525593,-0.1569164334,-0.1301646983,0.0962816742,-0.649400386,-0.7064465427
-0.0745983728,-0.2673151759,-0.1625528819,-0.08289969,-0.6296416628,-0.3010658731
-0.793352925,-0.4356355911,-0.7706438515,0.7730544476,-0.8277333966,-0.665038933
-0.4527489129,-0.294687312,-0.4865188104,0.6428681198,-0.6258960117,-0.4242810528
0.0354503097,0.2786293667,-0.024379666,-0.0663826563,-0.0337989963,-0.0082764346
-0.2110046364,0.2629590871,-0.1912998679,0.3944456532,-0.1622676884,-0.2782262751
-0.0712237875,-0.3085701931,-0.1613487439,-0.2270801628,0.2914714673,-0.0568110936
0.2824165156,-0.0810432599,0.0934369195,-0.0765148965,0.009324017,0.1131841417
0.1551300736,-0.4923895098,0.3109698274,-0.1621057591,0.366434208,0.0862034568
0.0596971654,-0.338988266,-0.256134774,0.4355272577,0.399253708,-0.4818773059
-0.8046903256,0.3055939959,-0.4434670654,0.6022920745,0.7026724482,-1.0668347975
0.3485706399,-0.6752687919,0.2953422113,-0.1234367931,-0.0238916864,-0.2018742019
-0.2688460592,0.1352759902,-0.4861100972,0.3174098797,0.6070067327,-0.8849826991
-0.382081949,-0.5320090573,-0.2304734362,-0.0885027034,-0.0883746151,-0.174363817
-0.3005985475,-0.1578475546,-0.8434218766,1.2439602398,-0.8522007427,-0.7218268836
0.5818059974,0.0543297125,0.2998814594,0.4271086395,0.3135709888,0.39644412
-0.1434727078,0.081680632,-0.1863172581,-0.145176744,0.0032775888,-0.4206876304
-0.2193853119,-0.3520421598,-0.1223821111,-0.2936082202,-0.3448948849,-0.1638209464
0.7440327057,0.7914909196,0.8411692934,0.1535286056,-0.9360279414,0.8782941923
-0.1428308939,0.4603674364,-0.0398924899,0.3024526619,-0.0572648252,0.1686173592
0.3021342879,0.2663410546,0.5811489099,0.5615369709,0.9439289478,0.5740885916
-0.0999937097,0.1072000531,-0.2248233206,0.16621898,-0.0533026602,-0.1990409681
-0.0564407226,0.1085331046,0.1445713077,0.0416333303,0.0393619655,-0.0502317236
0.2218347235,-0.0358745345,0.248209046,0.0120179115,0.0847846291,0.3578651297
-0.2222601154,-0.0445097856,-0.2240092293,-0.0582317283,-0.1019714059,-0.4048270757
0.4899290907,0.0046764193,0.3200600353,-0.0868508359,0.2369007152,0.120684176
-0.1338859305,-0.2365373116,-0.307920595,-0.1608169754,-0.1342634015,-0.2951824484
-0.4073356093,0.1011594423,-0.5099173662,0.255106957,-0.2842755368,-0.7304851132
-0.1677852513,0.131231762,-0.103830619,-0.0266227246,0.3106811977,-0.0869343275
0.0632750629,-0.3885837195,-0.5094792509,0.6264914324,-0.3516893157,-0.1378647021
-0.3815043833,-0.4379361302,-0.480316037,0.5585179144,0.1665103756,-0.4382496983
-0.3977721128,0.6084391402,0.236077007,-0.1996262294,-0.1163048925,-0.1282712339
-0.0023021504,0.1887728628,-0.4094285524,-0.2200719496,-0.0012678089,0.0778449814
-0.0053047001,-0.0976295375,-0.2373576478,0.3808477328,-0.2038057064,-0.1119312005
-0.0950971806,-0.1461110547,-0.0398812869,0.1013680365,-0.1042034641,-0.0079254973
0.1719259812,-0.2856312746,0.1819511236,-0.2023920281,-0.1643328302,-0.0909032861
0.076163748,0.0185606032,-0.0144518153,-0.1170807011,0.2923543521,0.1942179693
-0.2660554997,-0.0072615319,-0.3796797546,0.4503377005,0.3130095909,-0.0708444186
0.2848163898,-0.0625753723,0.2287200506,-0.1884464806,0.6040740365,0.0049555221
0.0232742126,0.094232216,0.0089345083,-0.0889552451,0.1162245434,-0.0886810393
-0.3596163835,0.4256828069,0.1217840684,-0.6322363477,-0.846743612,-0.0494672066
0.1589719063,-0.0896743727,0.2134679575,-0.4211928029,0.1219689782,0.457732676
-0.1192796571,0.0894141399,0.1125831483,0.3378834046,0.3225189511,0.1415551471
0.1907767369,-0.0762255672,0.0566780899,0.4077614507,0.0685811268,0.5648172716
0.1374419784,-0.0708771799,-0.1113370121,-0.0689394104,0.1606146151,-0.0189117814
-0.760440152,-0.8670889355,-1.1338178071,0.8251260759,-0.814789998,-0.9344277569
-0.0872745721,-0.3326793595,-0.2339624432,0.149155305,-0.1343519738,-0.3700414957
0.0446122919,-0.0428136067,0.1614539675,0.0808451978,0.0589009694,0.1058459178
-0.0541361933,0.1162023919,-0.19872374,0.3128816616,-0.6665884823,-0.2151161697
-0.3646865199,-0.132947366,-0.3874632443,0.395772357,0.1602695456,-0.1029023975
-0.0808168516,-0.0869832669,-0.0854472434,0.1111983636,0.1371658193,-0.1822091099
-0.7790332315,-0.5702220686,-1.2653940627,1.3749769969,-0.4309421072,-0.9610588498
0.0839573404,0.0546198269,0.0739489211,0.5525020039,0.2367363515,0.209506008
0.0925051248,-0.3504862016,-0.0073894736,0.7864843463,-0.2355758696,0.0789066415
-0.1211119085,0.174410972,0.0626424895,-0.1205948981,-0.1494864202,-0.1735466329
0.1201020013,0.0271402604,-0.0030658986,-0.1793266314,0.0533516957,-0.1960019281
-0.0852418034,-0.4116102427,-0.4788352836,-0.5207457034,-0.2807388926,-0.4175239876
0.6102696917,0.2997661487,0.6363895882,0.1297391036,0.416876918,0.5727972757
-0.7985986392,-0.4174670698,-0.723544595,0.7506979342,0.3423205309,-0.5987263115
-0.3861029929,0.0448939834,-0.1291511881,0.3959232803,0.2200866519,0.0484243599
-0.4189486905,0.1301473214,-0.7604040614,0.333833802,0.5973033006,-0.6374288287
-0.0183267768,-0.0915101377,-0.0609354274,0.0596720693,0.3341041026,-0.064619303
-0.0529497136,0.3268310441,-0.0255279339,0.5279822783,-0.0622862069,-0.0323082236
-0.0646138618,-0.1645697198,-0.1401204405,0.2957896503,-0.1139845842,0.008096894
0.5201943975,-0.0463894192,0.4704729377,-0.2550965416,0.767712765,0.4729221619
0.0689499772,0.0421627697,-0.0081171214,0.2908246395,-0.0543592138,0.1559815927
0.0849969644,0.0373588845,0.1954939691,0.2413737333,0.0246617876,-0.0380440962
0.0658750961,0.2414708249,-0.0118216769,-0.1096809232,-0.526630372,-0.0852728388
-1.1794456053,-0.1940819055,-1.4194343542,0.8256721546,-1.0239163545,-1.7410209613
-0.739019269,0.1740160967,-0.692605119,0.0236026422,0.1496068651,-0.897692106
-0.0826029298,-0.1961341064,-0.2323781363,0.5283359307,-0.5940555132,-0.4574304254
-0.2299254055,-0.1207799919,-0.3690027593,0.2965083035,-0.177481332,-0.4814989438
0.3732877728,-0.050856505,-0.423109796,0.902527878,0.1392193512,0.1017077885
-0.9059086597,-0.4901243481,-0.8633238148,-0.2353027754,-0.6740851066,-1.1789892445
0.1234140853,-0.0448586363,0.3332322928,0.2973479188,0.0570066377,0.2850435665
-0.0790246984,-0.0750479715,-0.0087714213,0.1091294653,0.1743579425,0.2611248235
-0.0338562545,-0.273716946,-0.1682101383,0.3158779266,-0.1405112285,-0.0839752339
-0.113488426,-0.2226863415,-0.0322539439,-0.169512047,0.3019299068,-0.0115555564
-0.0609354868,-0.1725368542,-0.1553504441,0.45159282,0.2192163644,-0.1359048728
0.0986604122,0.036012438,-0.067389914,0.0514077345,-0.1793853816,-0.3229184785
0.3288498076,-0.0886341196,0.1859956459,-0.2870562716,0.1495115229,0.1865531442
-0.2370543361,-0.12939858,-0.3882766691,0.3704748142,0.006369706,-0.1624419529
-0.3178912083,0.3683633302,-0.147616392,-0.184796051,-0.0062706201,-0.3758833807
0.3509071804,-0.5745908438,0.3525612031,0.2719619083,-0.1499608192,0.5458397046
-0.0338342478,0.1979799762,0.0337038993,0.1650071317,0.1418028576,0.1934706954
-0.3400930466,0.0607405985,-0.2517161375,0.7993374644,-0.4038202319,-0.4846258116
0.0064309638,-0.009221898,-0.0030733066,-0.098340562,0.1768803958,0.0948749992
-0.8378531161,-0.671308028,-0.9871569024,0.0913504622,-1.4080166915,-0.9897461185
0.0335138195,-0.0401081775,-0.0048663476,0.2873454779,0.2938131825,0.123077262
0.1090470769,0.1775967672,-0.0558969895,-0.3386339072,-0.1671644782,-0.0458394653
-0.7886340027,-0.4099878055,-1.0459823012,0.4945718572,-0.3818341607,-0.7538927118
-0.2009522708,-0.1873230153,-0.1581442763,-0.262660449,0.1051409845,-0.4238774977
-0.2173207185,0.3046001125,-0.3814555128,-0.5821721694,-1.5687797161,-0.6878643302
0.3107821421,0.2303378851,0.2283885196,0.2470791199,0.5403073353,0.2236438801
0.1090799803,-0.0697461041,-0.0008522534,0.1895315302,-0.2064939114,0.0221810733
-0.0128323821,0.3667190938,-0.1705906863,-0.4296528847,-0.0460224697,-0.3919295454
0.0645277851,-0.0899775031,0.1424460226,-0.1299039305,0.1391917895,-0.0645458151
-0.6164202306,0.1278519326,-0.6473133414,0.061633993,0.4195962949,-0.6423271012
0.1983672088,-0.0569889607,0.1488916062,0.0577253425,0.26751356,-0.0017094027
0.0200267519,0.0732560942,-0.0317158195,0.1969776518,0.1307343475,0.1731100736
-0.1118305284,-0.1596322934,-0.1143974652,-0.8062641636,-1.3613474158,-0.3176907421
-0.0887693255,-0.1769623845,-0.0668637707,0.041091749,-0.1355666073,-0.1019539828
-0.2466556099,-0.1214466977,-0.1603109832,0.199049409,-0.1201860605,-0.2855772332
0.0053734638,-0.1195669973,0.0986032035,0.175478706,0.2050608612,0.3267072926
-0.1665588816,0.0575374876,0.0607093649,-0.0995273257,-0.3771618063,0.0698921362
-0.3423125204,-0.0507388334,0.013304689,-0.3406093913,-0.1688731896,-0.1325422637
0.2033618938,0.3347897382,0.3207201781,0.2621408274,0.5413299717,0.2216000309
-0.1247992323,0.0742846801,-0.0616851156,0.1013618321,-0.01977351,-0.0863058363
-0.0635589868,0.1168572451,-0.1131409063,0.1528288735,-0.067566152,0.0448982062
0.239246541,0.0821581036,0.3023405373,-0.1546300102,0.3646403258,0.3250347433
-0.0084395526,0.0176549018,0.1298509861,-0.1593697368,-0.2068858683,0.0899865285
-0.0279353812,0.0062103917,0.0307498989,-0.1439127661,-0.1150925144,0.1411252183
-0.1761393041,-0.2557718834,-0.1851047656,-0.2016900197,0.0625338705,-0.3458107395
0.3037810922,0.1635633303,0.1498396984,-0.1612902606,-0.5069335323,-0.179989224
-0.2577839316,-0.2835021529,-0.3856223427,-0.3412826679,-0.5500082717,-0.6366187542
-0.2088853618,-0.0992553892,-0.1141549529,-0.4349903896,-0.3485703696,-0.3794937516
0.1490760074,0.1032783693,0.1321885063,0.1267925631,0.2233135082,0.040372447
-0.0690971835,0.0140666053,-0.1609255205,-0.1620725992,0.0283531614,-0.2126843288
0.1035863408,-0.0211877249,0.1384741249,0.1571736027,0.0782764619,0.1721315742
-0.035152744,-0.1369772737,0.1640125793,0.4755848915,0.1193410913,0.0319217114
-0.3353811488,-0.0867963072,-0.3295527175,0.1353868808,-0.0398710971,-0.3895966977
-0.0197391597,-0.0276146478,0.0793124205,-0.1201128197,-0.0781860218,-0.0714729062
-0.1321590797,-0.1834939703,-0.1757800972,0.0368625123,-0.2807608234,-0.3462019801
0.0534712769,0.1322303409,0.1385873102,-0.1203729646,0.0754891372,0.1009862923
0.0482329552,0.1201338079,0.0051597581,-0.0221386237,0.0739560218,-0.063103846
-0.110771866,0.0054047919,-0.0770652643,-0.1770911639,-0.1139687698,-0.4851108568
-0.2524716558,-0.2336325404,-0.3883300131,-0.6702766177,-0.4753918528,-0.274151026
-0.4309452446,0.3285932089,-0.3459188511,0.2986723158,0.1826634836,-0.4105699424
-0.3062819956,-0.1714095886,-0.3063922987,0.3214237368,-0.2102189232,-0.1860940789
-0.00080293,-0.0591756925,0.1864333,0.3085934941,-0.143417712,0.0484814212
-0.0236378825,0.0125398695,-0.2467949732,0.2749947606,0.0666998924,-0.158186954
-0.3166997495,-0.1195087656,-0.3744343291,0.4250937284,-0.2763923892,-0.3406913225
0.0700142385,-0.1131871744,0.0920546985,-0.3906513171,0.0921722068,0.0404948643
-0.369283492,0.4077838043,-0.2833949317,-0.1063417213,0.115741218,-0.1996160694
-0.2719748663,-0.1339518658,-0.2919900537,0.0467897993,0.1363860265,-0.2949537198
-0.4391848366,-0.7829418583,-0.8668243216,0.9151926518,-0.9900526362,-0.7634509697
0.4650831792,0.1416338987,0.8918664368,0.0370107103,0.0732862233,0.3236180868
0.5403290266,0.1539399805,0.4686045882,-0.0591376562,-0.4266047895,0.4515387149
-0.2080024857,-0.0406566852,-0.1690365174,0.0788220787,0.0189271385,-0.3290519181
-0.2796283702,-0.0054383059,-0.2679385078,-0.2222000772,0.227932945,-0.3490593039
-0.0216181973,-0.0247483437,0.0413440301,-0.0768508961,0.5368560045,-0.2165605467
0.023058253,-0.0082353819,0.021395804,0.193666799,0.1764895839,0.1529587033
-0.1386297706,-0.2511757735,-0.3895649133,-0.0559084061,-0.0514580612,-0.4271713236
0.0575058949,-0.2499450478,-0.0542590197,0.3979865284,-0.3469268379,-0.2186851981
0.0055950229,0.3595609797,0.1702802262,-0.0512308414,0.046449236,0.2255697581
0.1438453599,0.1154363991,-0.0063272984,-0.0611319147,0.0851375335,-0.1612276838
0.3073997031,-0.0638597662,0.264965136,-0.0813455751,0.2838703031,0.1920871145
0.1119084015,-0.027721734,0.2784070754,-0.0950798328,0.1364223186,0.0169296727
0.1750045672,0.1559479167,0.1816827752,-0.0395688126,0.0845857115,-0.0146663723
-0.2016375095,-0.3288599551,-0.5660284146,1.0577681276,-0.7902731374,-0.6107659843
-0.2565691415,-0.1240242845,-0.4237413724,0.585066344,-0.2059986748,-0.1227929702
-0.4686663764,0.801167768,-0.5296679753,-0.441228004,2.0262673201,-0.6148043965
-0.4141077622,-0.2366499582,-0.1256604054,0.1786472531,-0.1314023424,-0.6162282613
-0.1791306922,0.1992491409,-0.1624134228,0.2426966316,0.4500987349,-0.2087542002
-0.4399175453,-0.7216871571,-1.0108698727,0.6383727214,-0.8795102982,-1.3059291583
0.1872955717,0.18807381,0.2818907749,0.0237505207,0.2410343229,0.3027974115
0.0123565437,0.0546711716,0.0727597674,-0.0754096386,0.1714256441,0.0949656016
-0.3516037718,-0.3002142313,-0.368687967,-0.2326993551,-0.1009979156,-0.3274348405
0.1942437683,-0.0293167558,0.4575896974,-0.1075191603,0.3156936903,0.4145531621
0.4919224528,0.1354668919,0.4992229103,0.4464745552,0.7124458488,0.426399757
-0.3171166278,0.2025493614,-0.6971636016,-0.0942806138,0.0272781437,-0.4638794706
0.0136841363,0.1822627934,0.0292248522,-0.5365475759,-0.1073083268,-0.1563690272
-0.2655364079,-0.6391638093,-0.9877969299,0.6497573879,-1.1678202714,-1.3543963565
-0.5609678744,-0.2265407911,-0.3400125873,0.5633916542,0.1060455567,-0.4578525507
0.1041225357,-0.3361463602,-0.1126110249,0.2929563156,0.1328645647,0.2262848089
-0.3054880845,-0.5806694492,-0.6603404365,0.7127630872,-0.57959332,-0.6107738382
-0.4632313327,-0.3802018311,-0.9962926558,0.3408290635,-0.6284642062,-0.7845250283
-0.0899637614,-0.0513656247,-0.3763464538,-0.0281125356,0.4229510544,-0.3424737497
-0.0594725088,-0.2867511912,0.2499253418,0.3319343007,0.496304302,-0.2548107879
-0.1365503078,-0.2659620844,-0.1136224072,0.0346630194,-0.0236357364,-0.4710194126
-0.08304723,-0.6046408241,-1.029876798,0.319263677,-0.5208289398,-0.365131734
-0.3816219974,-0.2534444099,-0.5885421258,0.6288131296,0.0021198234,-0.1938571875
-0.1773096589,-0.2404846731,-0.3037376419,0.0706489157,-0.274937069,-0.1849000641
0.0837505822,-0.0653784287,0.101764792,-0.133415458,-0.1330225838,0.1307371078
-1.347081175,-0.3446013668,-1.3230073026,-1.5737080758,-1.2471643315,-1.5693206671
0.0562018842,0.1411723675,-0.0836550436,0.7626107886,0.1362810817,-0.2691175034
-0.095389436,-0.0178076826,-0.0592240718,-0.0417380727,0.073320321,-0.1042197974
-0.1435766198,-0.4237516292,-0.4361898056,0.5656325733,-0.332969562,-0.5991609175
0.0072576046,0.2140944792,-0.0294222553,-0.0397493911,0.0306119825,0.1797213476
-0.3937804832,-0.791096187,-0.2817403076,-0.4520962097,-0.2667834159,-0.2125198703
-0.2628908615,-0.0558282507,-0.4321485593,0.6725506851,-0.3651297303,-0.6243551545
-0.4129565097,-0.2196397962,-0.4288045147,0.6684398123,-0.538430003,-0.7617827566
-0.0919601366,0.0610325164,-0.0298800247,-0.0161981884,0.0163374387,-0.0946065178
0.4753244371,-0.1347314888,0.4028365834,0.1254060507,0.4293068279,0.2259988103
0.0512548431,0.0085666849,0.2323367349,-0.1589098751,-0.2757773273,-0.0148229015
0.0959245195,0.3388486568,0.5394006607,0.1311079945,0.2152358835,0.2668312029
-0.3265543478,-0.5288727641,-0.4346711291,0.8064379465,0.181900066,-0.3777927232
-0.1635164762,0.2107730237,-0.011515294,0.1054879777,-0.5438134307,0.1978957124
0.2035453982,0.0455297106,0.1602522882,0.1124804187,0.2360011543,0.1377290003
0.2356212913,-0.3800385703,0.4764854405,-0.3426016975,0.3999439368,0.3997186803
-0.2212850904,-0.0404373045,-0.2184459552,0.7318093292,0.2335561533,-0.0524581667
-0.2991773526,0.2528496361,0.0406981556,-0.3760583188,-0.0508106897,-0.2596991827
-0.0503697972,0.1942928652,-0.0191767713,0.1016127547,0.0598679643,0.1206346766
-0.066093998,0.1249655843,-0.2765185836,-0.1576251936,0.041125918,-0.086431171
-0.0212102524,0.0103538526,0.0013344471,0.0115619573,0.0255692864,-0.1501379446
-0.0072235549,0.0954608819,0.0785453229,0.0974896635,0.2685565974,0.1072151821
-0.1436458187,-0.1513300827,-0.0368097448,0.0909602588,-0.0588162776,-0.1128853773
0.0288251459,0.0236782119,-0.0017147664,0.0894336626,0.1505402065,-0.058573775
0.2215542282,0.0812450197,0.2784852626,-0.028351129,-0.0564345323,0.3309720097
-0.0188903942,-0.0745802446,-0.0376614153,-0.1245818529,0.0338102318,0.000518656
-0.1062111797,-0.5484298392,-0.0515158999,0.2830686537,0.4880602058,0.04866709
-0.5040106975,-0.1802803701,-0.5154383256,0.5510723214,-0.2213213941,-0.4015011005
-0.1874094403,0.0045723477,-0.342167995,-0.0990435449,0.0317879587,-0.2169734852
0.1614432322,-0.1046594383,0.1928855859,-0.3935342784,-0.4545253652,0.2316043697
-0.5786909635,-0.240318992,-0.1813955383,0.4068331342,0.3321961906,-0.3766712641
-0.2311942104,-0.0447923973,-0.3535084361,-0.2153247952,-0.1037123391,-0.1456817732
0.2458971242,-0.09050043,0.6889088101,-0.4225308924,-0.940807665,0.3287638849
0.2551706541,-0.0151900641,0.3681201215,0.3773430508,0.6148884798,0.2650939003
0.1165924446,0.0336666969,0.0317706971,-0.2298310381,-0.0407795343,0.0398426962
-0.1979795999,-0.089256886,-0.2135696072,-0.2840019658,-0.0391156425,-0.2270641379
-0.2554749499,0.021668275,-0.3264519912,0.0614372855,-0.438302654,-0.2254992656
-0.3331587163,0.2251812849,-0.1914284184,-0.0504874542,0.1048322878,-0.2910785773
-0.1686209689,0.0488586653,-0.1443618069,0.0214259101,0.3105072932,-0.1307597544
-0.3230083541,-0.4331173029,-0.4563989105,0.1721958698,-0.0165749083,-0.5115141869
0.1464115458,-0.1996352593,0.6754367232,0.1483850082,-0.4245073629,0.0531428362
0.0744196277,-0.0108992924,0.0625455033,0.0125812444,0.0901698408,0.1232838703
-0.2920667652,0.1358359859,-0.3141433291,0.303401819,0.1967213466,-0.1395853819
-0.1337030313,-0.0212029324,-0.1476813841,0.7703808498,0.0062433196,-0.5105540203
0.0276033643,0.0882472737,0.0698709868,-0.1849981471,-0.0479258208,0.1117876705
0.1476539793,-0.0518414878,0.0841273156,-0.3086823865,-0.0142222861,0.2030864969
0.1795662024,-0.1394068976,0.0754727162,0.318305928,0.0031465317,0.3600897352
0.3419240564,0.1943934307,0.4165361964,0.2423203084,-0.5088149262,0.0286793528
-0.5372646646,-0.3840846274,-0.6457464504,0.4248666576,-0.2557365137,-0.8337890977
0.1780517684,0.0321025174,0.1558896625,-0.1763606259,-0.0685960146,0.2489712559
-0.2048775631,-0.1765718909,-0.1458460714,0.0056702892,-0.085787183,-0.3305430771
0.2795911617,0.1916741482,-0.0393764763,-0.2067897395,-0.6427770887,0.1591941499
0.2469991454,0.1335684061,0.1701878412,0.1305173052,0.1932897215,0.1889230508
0.2373174248,0.1739707416,0.175917186,0.2512783412,-0.110895938,-0.0391654292
0.6191070589,0.1485592568,0.5200209694,-0.1502012955,0.0031499233,0.4810437781
0.3573765269,0.0831555784,0.2461751127,0.2219743355,-0.2388875984,0.2475267821
-0.5013701696,-0.1510675605,-0.7278930361,0.2676637473,0.1523734188,-0.2416156928
-0.3630643447,0.1602968482,-0.526102552,0.3001176002,0.2765137209,0.1957157632
-0.0636439576,-0.1958420836,-0.1855766117,-0.1605093545,-0.047742664,-0.1890128626
-0.5217394046,0.1153755435,-0.5639424326,-0.1532846115,0.1622636377,-0.5477574737
0.136264689,-0.5965601807,-0.2014187897,-0.312239794,0.6287516258,0.0624391903
-0.1003800051,-0.1101981265,-0.4938844754,0.382138199,-0.2433322414,-0.2456740563
-0.2792697187,0.0242072423,-0.3319031886,-0.3810368349,-0.188712622,-0.4919690424
0.7881664902,0.1592265842,0.6862234719,-0.5443108814,-0.0564664061,0.4028098819
-0.1434017045,-0.1807007439,-0.1428669523,0.2534161451,-0.0959385824,-0.1669004113
0.2272677182,-0.1773588044,0.0811841629,0.256003785,0.1731191484,0.1174004041
0.0236990693,0.2466569888,0.0250359727,0.0828146259,0.0276444504,0.2785540223
0.1094946887,0.1121479079,0.0253334618,0.0348024264,0.0897587838,0.1277154517
0.1712685157,0.0099720351,0.1702072097,0.1339676704,0.1328555614,0.1574904033
-0.2273069093,-0.1091980382,-0.2067937999,-0.0465096764,0.4120210146,0.0118362177
0.2004650513,-0.2146858003,0.0136901572,0.3250113997,0.1580245153,-0.0419738816
0.2694312422,-0.1364650644,0.1466597821,-0.3076796637,-0.5676734977,-0.1405889675
-0.3123688476,-0.041828958,-0.2480059477,-0.4716139017,-0.2486835265,0.1505100158
0.0484504684,0.0409239697,0.0901493648,-0.0178723782,0.0808685831,0.0376952788
-0.0049905257,-0.0223495043,0.0113454644,-0.1986058173,-0.0581375045,0.0650148097
0.0844504335,0.1287341367,0.3116444994,0.2425760571,0.113465313,0.1940469986
-0.1458063932,0.0856718131,-0.1322012133,-0.0439500391,-0.0548522984,-0.2989128293
-0.0567679731,-0.0512524835,0.0093107892,0.0269858299,0.1119427476,0.1521256371
0.1574745398,0.0363204192,0.2685424948,-0.8813331356,-0.8932627644,0.0817853584
-0.0487806282,0.1239753452,-0.0786599614,0.0644147974,0.0065841853,-0.1076417536
-0.3581406637,-0.0160900983,-0.3574166148,0.1531150945,-0.3139227857,-0.4336100551
0.1644379811,0.050495912,-0.1642896595,0.1905647961,-0.1037123205,-0.0448048506
0.0684695313,0.0556947434,-0.0102883665,0.278834544,-0.0718300159,-0.1426938382
0.2776291237,0.0067707059,0.336975406,-0.2560421734,-0.2508012543,0.1375142353
-0.1675362255,0.1306082236,-0.2671444281,0.0551763389,-0.0164961064,-0.1786930177
0.017099001,0.1778833345,-0.1650389227,-0.549893679,-0.3392467465,-0.3120394256
-0.069813939,-0.2360815562,-0.1858343493,0.1181710862,0.0400675694,-0.2315935694
0.1348427152,-0.0913218756,0.1780776624,0.4504487959,0.0271816186,0.0162798103
0.6234341836,-0.0102904775,0.3932717178,-0.0662562384,0.1811894003,0.536300874
-0.1286877685,-0.0697389491,-0.1822424956,-0.0411900577,0.0368386836,-0.114216821
0.0042058112,-0.0297571628,-0.0170559119,-0.070190961,-0.0839077646,0.0508403187
0.196416509,-0.1816823461,0.2946152056,0.171230247,0.6277405247,0.2033249169
-0.0431593505,0.1809163866,0.2358895884,-0.0020135489,0.5879160808,0.4259441543
0.301702222,0.2756898001,0.3113795124,0.2593643413,-0.1024475602,0.3508483999
-0.111418735,-0.2024941,-0.0073528468,-0.2332125125,-0.0489356813,-0.1542510544
0.038678193,-0.0304086683,0.2664941876,0.0163621518,-0.2156449351,0.1286321901
0.0291850355,0.1752314327,0.1719195472,0.0209110418,0.2413112848,0.5206928946
0.1256474396,0.0635174925,0.4215944383,-0.0540491375,0.0288226287,0.5822690033
-0.5098310336,0.0733250775,-0.283405376,-0.3896693416,-0.6614335872,-0.5901424584
0.0084871455,0.0309992847,-0.0441181072,-0.1477033364,0.1990799699,-0.0895844376
